cid,house,name,type,state,short_name,room,phone,fax,session_year
1,Assembly,"Assembly Standing Committee on Aging and Long-Term Care",Standing,CA,"Aging and Long-Term Care",NULL,NULL,NULL,2015
2,Assembly,"Assembly Standing Committee on Agriculture",Standing,CA,Agriculture,NULL,NULL,NULL,2015
3,Assembly,"Assembly Standing Committee on Appropriations",Standing,CA,Appropriations,NULL,NULL,NULL,2015
4,Assembly,"Assembly Standing Committee on Arts, Entertainment, Sports, Tourism, and Internet Media",Standing,CA,"Arts, Entertainment, Sports, Tourism, and Internet Media",NULL,NULL,NULL,2015
5,Assembly,"Assembly Standing Committee on Banking and Finance",Standing,CA,"Banking and Finance",NULL,NULL,NULL,2015
6,Assembly,"Assembly Standing Committee on Budget",Standing,CA,Budget,6026,"(916) 319-2019","(555) 555-5555",2015
7,Assembly,"Assembly Standing Committee on Business and Professions",Standing,CA,"Business and Professions",NULL,NULL,NULL,2015
8,Assembly,"Assembly Standing Committee on Education",Standing,CA,Education,NULL,NULL,NULL,2015
9,Assembly,"Assembly Standing Committee on Elections and Redistricting",Standing,CA,"Elections and Redistricting",NULL,NULL,NULL,2015
10,Assembly,"Assembly Standing Committee on Environmental Safety and Toxic Materials",Standing,CA,"Environmental Safety and Toxic Materials",NULL,NULL,NULL,2015
11,Assembly,"Assembly Standing Committee on Governmental Organization",Standing,CA,"Governmental Organization",NULL,NULL,NULL,2015
12,Assembly,"Assembly Standing Committee on Health",Standing,CA,Health,NULL,NULL,NULL,2015
13,Assembly,"Assembly Standing Committee on Higher Education",Standing,CA,"Higher Education",NULL,NULL,NULL,2015
14,Assembly,"Assembly Standing Committee on Housing and Community Development",Standing,CA,"Housing and Community Development",NULL,NULL,NULL,2015
15,Assembly,"Assembly Standing Committee on Human Services",Standing,CA,"Human Services",NULL,NULL,NULL,2015
16,Assembly,"Assembly Standing Committee on Insurance",Standing,CA,Insurance,NULL,NULL,NULL,2015
17,Assembly,"Assembly Standing Committee on Jobs, Economic Development, and the Economy",Standing,CA,"Jobs, Economic Development, and the Economy",NULL,NULL,NULL,2015
18,Assembly,"Assembly Standing Committee on Judiciary",Standing,CA,Judiciary,NULL,NULL,NULL,2015
19,Assembly,"Assembly Standing Committee on Labor and Employment",Standing,CA,"Labor and Employment",NULL,NULL,NULL,2015
20,Assembly,"Assembly Standing Committee on Local Government",Standing,CA,"Local Government",NULL,NULL,NULL,2015
21,Assembly,"Assembly Standing Committee on Natural Resources",Standing,CA,"Natural Resources",NULL,NULL,NULL,2015
22,Assembly,"Assembly Standing Committee on Privacy and Consumer Protection",Standing,CA,"Privacy and Consumer Protection",NULL,NULL,NULL,2015
23,Assembly,"Assembly Standing Committee on Public Employees, Retirement, and Social Security",Standing,CA,"Public Employees, Retirement, and Social Security",NULL,NULL,NULL,2015
24,Assembly,"Assembly Standing Committee on Public Safety",Standing,CA,"Public Safety",NULL,NULL,NULL,2015
25,Assembly,"Assembly Standing Committee on Revenue and Taxation",Standing,CA,"Revenue and Taxation",NULL,NULL,NULL,2015
26,Assembly,"Assembly Standing Committee on Rules",Standing,CA,Rules,NULL,NULL,NULL,2015
27,Assembly,"Assembly Standing Committee on Transportation",Standing,CA,Transportation,NULL,NULL,NULL,2015
28,Assembly,"Assembly Standing Committee on Utilities and Commerce",Standing,CA,"Utilities and Commerce",NULL,NULL,NULL,2015
29,Assembly,"Assembly Standing Committee on Veterans Affairs",Standing,CA,"Veterans Affairs",NULL,NULL,NULL,2015
30,Assembly,"Assembly Standing Committee on Water, Parks, and Wildlife",Standing,CA,"Water, Parks, and Wildlife",NULL,NULL,NULL,2015
37,Joint,"Joint Committee on Arts",Joint,CA,Arts,NULL,NULL,NULL,2015
38,Joint,"Joint Committee on Fairs, Allocation and Classification",Joint,CA,"Fairs, Allocation and Classification",NULL,NULL,NULL,2015
39,Joint,"Joint Committee on Fisheries and Aquaculture",Joint,CA,"Fisheries and Aquaculture",NULL,NULL,NULL,2015
40,Joint,"Joint Committee on Rules",Joint,CA,Rules,NULL,NULL,NULL,2015
41,Joint,"Joint Legislative Audit Committee",Joint,CA,"Audit Committee",NULL,NULL,NULL,2015
42,Joint,"Joint Legislative Budget",Joint,CA,Budget,NULL,NULL,NULL,2015
43,Joint,"Joint Legislative Committee on Emergency Management",Joint,CA,"Emergency Management",NULL,NULL,NULL,2015
45,Senate,"Senate Standing Committee on Agriculture",Standing,CA,Agriculture,NULL,NULL,NULL,2015
46,Senate,"Senate Standing Committee on Appropriations",Standing,CA,Appropriations,NULL,NULL,NULL,2015
47,Senate,"Senate Standing Committee on Banking and Financial Institutions",Standing,CA,"Banking and Financial Institutions",NULL,NULL,NULL,2015
48,Senate,"Senate Standing Committee on Budget and Fiscal Review",Standing,CA,"Budget and Fiscal Review",NULL,NULL,NULL,2015
49,Senate,"Senate Standing Committee on Business, Professions and Economic Development",Standing,CA,"Business, Professions and Economic Development",NULL,NULL,NULL,2015
50,Senate,"Senate Standing Committee on Education",Standing,CA,Education,NULL,NULL,NULL,2015
51,Senate,"Senate Standing Committee on Elections and Constitutional Amendments",Standing,CA,"Elections and Constitutional Amendments",NULL,NULL,NULL,2015
52,Senate,"Senate Standing Committee on Energy, Utilities and Communications",Standing,CA,"Energy, Utilities and Communications",NULL,NULL,NULL,2015
53,Senate,"Senate Standing Committee on Environmental Quality",Standing,CA,"Environmental Quality",NULL,NULL,NULL,2015
54,Senate,"Senate Standing Committee on Governance and Finance",Standing,CA,"Governance and Finance",NULL,NULL,NULL,2015
55,Senate,"Senate Standing Committee on Governmental Organization",Standing,CA,"Governmental Organization",NULL,NULL,NULL,2015
56,Senate,"Senate Standing Committee on Health",Standing,CA,Health,NULL,NULL,NULL,2015
57,Senate,"Senate Standing Committee on Human Services",Standing,CA,"Human Services",NULL,NULL,NULL,2015
58,Senate,"Senate Standing Committee on Insurance",Standing,CA,Insurance,NULL,NULL,NULL,2015
59,Senate,"Senate Standing Committee on Judiciary",Standing,CA,Judiciary,NULL,NULL,NULL,2015
60,Senate,"Senate Standing Committee on Labor and Industrial Relations",Standing,CA,"Labor and Industrial Relations",NULL,NULL,NULL,2015
61,Senate,"Senate Standing Committee on Natural Resources and Water",Standing,CA,"Natural Resources and Water",NULL,NULL,NULL,2015
62,Senate,"Senate Standing Committee on Public Employment and Retirement",Standing,CA,"Public Employment and Retirement",NULL,NULL,NULL,2015
63,Senate,"Senate Standing Committee on Public Safety",Standing,CA,"Public Safety",NULL,NULL,NULL,2015
64,Senate,"Senate Standing Committee on Rules",Standing,CA,Rules,NULL,NULL,NULL,2015
65,Senate,"Senate Standing Committee on Transportation and Housing",Standing,CA,"Transportation and Housing",NULL,NULL,NULL,2015
66,Senate,"Senate Standing Committee on Veterans Affairs",Standing,CA,"Veterans Affairs",NULL,NULL,NULL,2015
67,Senate,"Senate Budget Subcommittee No. 5 on Corrections, Public Safety and the Judiciary","Budget Subcommittee",CA,"Corrections, Public Safety and the Judiciary",NULL,NULL,NULL,2015
68,Senate,"Senate Budget Subcommittee No. 1 on Education","Budget Subcommittee",CA,Education,NULL,NULL,NULL,2015
69,Senate,"Senate Budget Subcommittee No. 2 on Resources, Environmental Protection, Energy and Transportation","Budget Subcommittee",CA,"Resources, Environmental Protection, Energy and Transportation",NULL,NULL,NULL,2015
70,Senate,"Senate Budget Subcommittee No. 3 on Health and Human Services","Budget Subcommittee",CA,"Health and Human Services",NULL,NULL,NULL,2015
71,Senate,"Senate Budget Subcommittee No. 4 on State Administration and General Government","Budget Subcommittee",CA,"State Administration and General Government",NULL,NULL,NULL,2015
72,Senate,"Senate Committee on Legislative Ethics",Standing,CA,"Legislative Ethics",NULL,NULL,NULL,2015
73,Assembly,"Assembly Select Committee on Aerospace",Select,CA,Aerospace,NULL,NULL,NULL,2015
74,Assembly,"Assembly Select Committee on Asia/California Trade and Investment Promotion",Select,CA,"Asia/California Trade and Investment Promotion",NULL,NULL,NULL,2015
75,Assembly,"Assembly Select Committee on Biotechnology",Select,CA,Biotechnology,NULL,NULL,NULL,2015
76,Assembly,"Assembly Select Committee on California's Clean Energy Economy",Select,CA,"California's Clean Energy Economy",NULL,NULL,NULL,2015
77,Assembly,"Assembly Select Committee on California-México Bi-National Affairs",Select,CA,"California-México Bi-National Affairs",NULL,NULL,NULL,2015
78,Assembly,"Assembly Select Committee on Campus Climate",Select,CA,"Campus Climate",NULL,NULL,NULL,2015
79,Assembly,"Assembly Select Committee on Career Technical Education and Building a 21st Century Workforce",Select,CA,"Career Technical Education and Building a 21st Century Workforce",NULL,NULL,NULL,2015
80,Assembly,"Assembly Select Committee on Civil Engagement",Select,CA,"Civil Engagement",NULL,NULL,NULL,2015
81,Assembly,"Assembly Select Committee on Coastal Protection",Select,CA,"Coastal Protection",NULL,NULL,NULL,2015
82,Assembly,"Assembly Select Committee on Community and Law Enforcement Relations and Responsibilities",Select,CA,"Community and Law Enforcement Relations and Responsibilities",NULL,NULL,NULL,2015
83,Assembly,"Assembly Select Committee on Craft Brewing and Distilling",Select,CA,"Craft Brewing and Distilling",NULL,NULL,NULL,2015
84,Assembly,"Assembly Select Committee on Cybersecurity",Select,CA,Cybersecurity,NULL,NULL,NULL,2015
85,Assembly,"Assembly Select Committee on Digital Divide in Rural California",Select,CA,"Digital Divide in Rural California",NULL,NULL,NULL,2015
86,Assembly,"Assembly Select Committee on Emerging Technologies",Select,CA,"Emerging Technologies",NULL,NULL,NULL,2015
87,Assembly,"Assembly Select Committee on Expanding Access to California’s Natural Resources",Select,CA,"Expanding Access to California’s Natural Resources",NULL,NULL,NULL,2015
88,Assembly,"Assembly Select Committee on Foster Care",Select,CA,"Foster Care",NULL,NULL,NULL,2015
89,Assembly,"Assembly Select Committee on Higher Education in San Diego County",Select,CA,"Higher Education in San Diego County",NULL,NULL,NULL,2015
90,Assembly,"Assembly Select Committee on Homelessness",Select,CA,Homelessness,NULL,NULL,NULL,2015
91,Assembly,"Assembly Select Committee on Improving Bay Area Transportation Systems",Select,CA,"Improving Bay Area Transportation Systems",NULL,NULL,NULL,2015
92,Assembly,"Assembly Select Committee on Infectious Diseases in High Risk Disadvantaged Communities",Select,CA,"Infectious Diseases in High Risk Disadvantaged Communities",NULL,NULL,NULL,2015
93,Assembly,"Assembly Select Committee on Local Emergency Preparedness",Select,CA,"Local Emergency Preparedness",NULL,NULL,NULL,2015
94,Assembly,"Assembly Select Committee on Mental and Behavioral Health and Proposition 63 Implementation",Select,CA,"Mental and Behavioral Health and Proposition 63 Implementation",NULL,NULL,NULL,2015
95,Assembly,"Assembly Select Committee on Ports",Select,CA,Ports,NULL,NULL,NULL,2015
96,Assembly,"Assembly Select Committee on Rail",Select,CA,Rail,NULL,NULL,NULL,2015
97,Assembly,"Assembly Select Committee on Regional Approaches to Addressing the State’s Water Crisis",Select,CA,"Regional Approaches to Addressing the State’s Water Crisis",NULL,NULL,NULL,2015
98,Assembly,"Assembly Select Committee on Regional Transportation and Interconnectivity Solutions",Select,CA,"Regional Transportation and Interconnectivity Solutions",NULL,NULL,NULL,2015
99,Assembly,"Assembly Select Committee on Renewable Energy Development and Restoration of the Salton Sea",Select,CA,"Renewable Energy Development and Restoration of the Salton Sea",NULL,NULL,NULL,2015
100,Assembly,"Assembly Select Committee on Science, Technology, Engineering and Math Education",Select,CA,"Science, Technology, Engineering and Math Education",NULL,NULL,NULL,2015
101,Assembly,"Assembly Select Committee on Small Business in the Inland Empire",Select,CA,"Small Business in the Inland Empire",NULL,NULL,NULL,2015
102,Assembly,"Assembly Select Committee on Status of Boys and Men of Color",Select,CA,"Status of Boys and Men of Color",NULL,NULL,NULL,2015
103,Assembly,"Assembly Select Committee on Status of Girls and Women of Color",Select,CA,"Status of Girls and Women of Color",NULL,NULL,NULL,2015
104,Assembly,"Assembly Select Committee on Urban Planning and Land Use in Underserved Communities",Select,CA,"Urban Planning and Land Use in Underserved Communities",NULL,NULL,NULL,2015
105,Assembly,"Assembly Select Committee on Urban Rivers and Streams",Select,CA,"Urban Rivers and Streams",NULL,NULL,NULL,2015
106,Assembly,"Assembly Select Committee on Waste Reduction and Recycling in the 21st Century California",Select,CA,"Waste Reduction and Recycling in the 21st Century California",NULL,NULL,NULL,2015
107,Assembly,"Assembly Select Committee on Water Consumption and Alternative Sources",Select,CA,"Water Consumption and Alternative Sources",NULL,NULL,NULL,2015
108,Assembly,"Assembly Select Committee on Wine",Select,CA,Wine,NULL,NULL,NULL,2015
109,Assembly,"Assembly Select Committee on Women in the Workplace",Select,CA,"Women in the Workplace",NULL,NULL,NULL,2015
110,Assembly,"Assembly Select Committee on Workforce and Vocational Development",Select,CA,"Workforce and Vocational Development",NULL,NULL,NULL,2015
111,Assembly,"Assembly Select Committee on Workforce Development and Diversity in the Innovation Economy",Select,CA,"Workforce Development and Diversity in the Innovation Economy",NULL,NULL,NULL,2015
112,Assembly,"Assembly Select Committee on Youth and California's Future",Select,CA,"Youth and California's Future",NULL,NULL,NULL,2015
118,Senate,"Senate Select Committee on Aging and Long Term Care",Select,CA,"Aging and Long Term Care",NULL,NULL,NULL,2015
119,Senate,"Senate Select Committee on California-Mexico Cooperation",Select,CA,"California-Mexico Cooperation",NULL,NULL,NULL,2015
120,Senate,"Senate Select Committee on California's Wine Industry",Select,CA,"California's Wine Industry",NULL,NULL,NULL,2015
121,Senate,"Senate Select Committee on Climate Change and AB 32 Implementation",Select,CA,"Climate Change and AB 32 Implementation",NULL,NULL,NULL,2015
122,Senate,"Senate Select Committee on Defense and Aerospace",Select,CA,"Defense and Aerospace",NULL,NULL,NULL,2015
123,Senate,"Senate Select Committee on Manufactured Home Communities",Select,CA,"Manufactured Home Communities",NULL,NULL,NULL,2015
124,Senate,"Senate Select Committee on Mental Health",Select,CA,"Mental Health",NULL,NULL,NULL,2015
125,Senate,"Senate Select Committee on Missing and Unidentified Persons",Select,CA,"Missing and Unidentified Persons",NULL,NULL,NULL,2015
126,Senate,"Senate Select Committee on Passenger Rail",Select,CA,"Passenger Rail",NULL,NULL,NULL,2015
127,Senate,"Senate Select Committee on Policy Alignment and State Government Efficiency",Select,CA,"Policy Alignment and State Government Efficiency",NULL,NULL,NULL,2015
128,Senate,"Senate Select Committee on Ports and Goods Movement",Select,CA,"Ports and Goods Movement",NULL,NULL,NULL,2015
129,Senate,"Senate Select Committee on The Sacramento-San Joaquin Delta",Select,CA,"The Sacramento-San Joaquin Delta",NULL,NULL,NULL,2015
130,Senate,"Senate Select Committee on Women and Inequality: Strategies to Promote Opportunity",Select,CA,"Women and Inequality: Strategies to Promote Opportunity",NULL,NULL,NULL,2015
131,Assembly,"Assembly Select Committee on Civic Engagement",Select,CA,"Civic Engagement",NULL,NULL,NULL,2015
137,Senate,"Senate Select Committee on Biliteracy and Dual Immersion Programs in California",Select,CA,"Biliteracy and Dual Immersion Programs in California",NULL,NULL,NULL,2015
138,Senate,"Senate Select Committee on Children with Special Needs",Select,CA,"Children with Special Needs",NULL,NULL,NULL,2015
141,Joint,"Budget Conference Committee",Joint,CA,"Budget Conference Committee",NULL,NULL,NULL,2015
142,Senate,"Senate Select Committee on Refugio Oil Spill",Select,CA,"Refugio Oil Spill",NULL,NULL,NULL,2015
143,Assembly,Finance,Extraordinary,CA,Finance,NULL,NULL,NULL,2015
144,Assembly,"Transportation and Infrastructure Development",Extraordinary,CA,"Transportation and Infrastructure Development",NULL,NULL,NULL,2015
145,Assembly,"Public Health and Developmental Services",Extraordinary,CA,"Public Health and Developmental Services",NULL,NULL,NULL,2015
146,Senate,"Transportation and Infrastructure Development",Extraordinary,CA,"Transportation and Infrastructure Development",NULL,NULL,NULL,2015
148,Senate,"Public Health and Developmental Services",Extraordinary,CA,"Public Health and Developmental Services",NULL,NULL,NULL,2015
149,Assembly,"Assembly Select Committee on 2024 Olympic Games",Select,CA,"2024 Olympic Games",NULL,NULL,NULL,2015
150,Assembly,"Assembly Select Committee on End of Life Health Care",Select,CA,"End of Life Health Care",NULL,NULL,NULL,2015
151,Assembly,"Select Committee on Regional Planning in the San Francisco Bay Area",Select,CA,"Regional Planning in the San Francisco Bay Area",NULL,NULL,NULL,2015
291,Joint,"Joint Legislative Audit",NULL,CA,Audit,NULL,NULL,NULL,2015
292,Senate,"Senate Standing Committee on Aging",Standing,NY,Aging,816,NULL,NULL,2015
293,Senate,"Senate Standing Committee on Agriculture",Standing,NY,Agriculture,411,NULL,NULL,2015
294,Senate,"Senate Standing Committee on Alcoholism And Drug Abuse",Standing,NY,"Alcoholism And Drug Abuse",813,NULL,NULL,2015
295,Senate,"Senate Standing Committee on Banks",Standing,NY,Banks,611,NULL,NULL,2015
296,Senate,"Senate Standing Committee on Children And Families",Standing,NY,"Children And Families",944,NULL,NULL,2015
297,Senate,"Senate Standing Committee on Cities",Standing,NY,Cities,916,NULL,NULL,2015
298,Senate,"Senate Standing Committee on Civil Service And Pensions",Standing,NY,"Civil Service And Pensions",410,NULL,NULL,2015
299,Senate,"Senate Standing Committee on Codes",Standing,NY,Codes,124,NULL,NULL,2015
300,Senate,"Senate Standing Committee on Commerce, Economic Development And Small Business",Standing,NY,"Commerce, Economic Development And Small Business",511,NULL,NULL,2015
301,Senate,"Senate Standing Committee on Consumer Protection",Standing,NY,"Consumer Protection",801,NULL,NULL,2015
302,Senate,"Senate Standing Committee on Corporations, Authorities And Commissions",Standing,NY,"Corporations, Authorities And Commissions",801,NULL,NULL,2015
303,Senate,"Senate Standing Committee on Crime Victims, Crime And Correction",Standing,NY,"Crime Victims, Crime And Correction",123,NULL,NULL,2015
304,Senate,"Senate Standing Committee on Cultural Affairs, Tourism, Parks And Recreation",Standing,NY,"Cultural Affairs, Tourism, Parks And Recreation",309,NULL,NULL,2015
