mid,text,doPass,bid,cid,VoteDate,ayes,naes,abstain,result
149748,"Assembly 3rd Reading AB924 Cooley By Beall",0,CA_201520160AB924,452,"2015-08-17 15:04:00",37,1,2,(PASS)
149750,"Assembly 3rd Reading AB614 Brown By Hancock",0,CA_201520160AB614,452,"2015-08-17 15:11:00",37,0,3,(PASS)
147629,"Do pass as amended and be re-referred to the Committee on [Aging and Long-Term Care]",1,CA_201520160AB74,15,"2015-03-24 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB188,15,"2015-03-24 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB148,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147634,"Do pass, but first be re-referred to the Committee on [Rules]",1,CA_201520160SB186,50,"2015-03-25 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB232,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147635,"Do pass as amended, but first amend, and re-refer to the Committee on [Public Safety]",1,CA_201520160SB242,50,"2015-03-25 00:00:00",7,1,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB247,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB252,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB45,60,"2015-03-25 00:00:00",5,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB42,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB62,50,"2015-03-25 00:00:00",8,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160SCR13,26,"2015-03-26 00:00:00",11,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB7,8,"2015-03-25 00:00:00",7,0,0,(PASS)
147645,"Do pass as amended and be re-referred to the Committee on [Arts, Entertainment, Sports, Tourism, and Internet Media]",1,CA_201520160AB30,8,"2015-03-25 00:00:00",7,0,0,(PASS)
147627,"Do pass as amended and be re-referred to the Committee on [Transportation]",1,CA_201520160AB63,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB101,8,"2015-03-25 00:00:00",6,1,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB141,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB146,8,"2015-03-25 00:00:00",6,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB158,8,"2015-03-25 00:00:00",7,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB163,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB207,8,"2015-03-25 00:00:00",2,4,0,(FAIL)
147617,"Do pass as amended, and be re-referred to the Committee on [Appropriations]  with recommendation: To Consent Calendar",1,CA_201520160AB220,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147572,"Do pass and be re-referred to the Committee on [Public Safety]",1,CA_201520160AB8,27,"2015-03-23 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB157,27,"2015-03-23 00:00:00",15,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB173,27,"2015-03-23 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB198,27,"2015-03-23 00:00:00",15,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB210,27,"2015-03-23 00:00:00",15,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB218,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB235,27,"2015-03-23 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB270,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB400,27,"2015-03-23 00:00:00",13,2,0,(PASS)
147573,"Do pass and be re-referred to the Committee on [Local Government]",1,CA_201520160AB422,27,"2015-03-23 00:00:00",13,3,0,(PASS)
147574,"Be adopted, and re-refer to the Committee on [Appropriations] with recommendation: To Consent Calendar",0,CA_201520160ACR1,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147574,"Be adopted, and re-refer to the Committee on [Appropriations] with recommendation: To Consent Calendar",0,CA_201520160ACR8,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147575,"Be adopted and re-referred to the Committee on [Appropriations]",0,CA_201520160ACR14,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147574,"Be adopted, and re-refer to the Committee on [Appropriations] with recommendation: To Consent Calendar",0,CA_201520160ACR16,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147574,"Be adopted, and re-refer to the Committee on [Appropriations] with recommendation: To Consent Calendar",0,CA_201520160ACR21,27,"2015-03-23 00:00:00",16,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB401,28,"2015-03-23 00:00:00",9,3,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR44,26,"2015-03-23 00:00:00",11,0,0,(PASS)
109513,"Be adopted as amended.",0,CA_201520160ACR48,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160HR11,26,"2015-03-23 00:00:00",10,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160SCR14,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160SCR16,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160SCR19,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB224,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR15,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR39,26,"2015-03-23 00:00:00",11,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB292,8,"2015-03-25 00:00:00",5,1,0,(PASS)
147617,"Do pass as amended, and be re-referred to the Committee on [Appropriations]  with recommendation: To Consent Calendar",1,CA_201520160AB331,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB377,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB379,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160AJR5,8,"2015-03-25 00:00:00",6,0,0,(PASS)
147686,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",1,CA_201520160AB459,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147686,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",1,CA_201520160AB553,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB822,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB908,16,"2015-04-08 00:00:00",10,2,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1245,16,"2015-04-08 00:00:00",11,1,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB1511,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB1512,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB1513,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1514,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1515,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147493,"Be adopted. To Consent Calendar.",0,CA_201520160AJR6,16,"2015-04-08 00:00:00",12,0,0,(PASS)
147676,"Do pass and be re-referred to the Committee on [Aging and Long-Term Care]",1,CA_201520160AB332,16,"2015-04-08 00:00:00",9,4,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB438,16,"2015-04-08 00:00:00",9,4,0,(PASS)
147699,"ACR 13 WILLIAMS Concurrence in Senate Amendments",0,CA_201520160ACR13,435,"2015-04-09 09:15:28",76,0,4,(PASS)
147701,"AB 296 DODD Assembly Third Reading",0,CA_201520160AB296,435,"2015-04-09 09:26:24",74,0,6,(PASS)
147702,"AB 158 O'DONNELL Assembly Third Reading By MCCARTY",0,CA_201520160AB158,435,"2015-04-09 09:28:24",77,0,3,(PASS)
147703,"AB 436 JONES Assembly Third Reading",0,CA_201520160AB436,435,"2015-04-09 09:29:39",78,0,2,(PASS)
147704,"AB 29 CAMPOS Assembly Third Reading",0,CA_201520160AB29,435,"2015-04-09 09:45:17",78,0,2,(PASS)
147700,"AB 147 DABABNEH Assembly Third Reading",0,CA_201520160AB147,435,"2015-04-09 09:24:16",76,1,3,(PASS)
147705,"AB 32 WALDRON Assembly Third Reading",0,CA_201520160AB32,435,"2015-04-09 09:47:34",78,0,2,(PASS)
147706,"AB 7 BONTA Assembly Third Reading",0,CA_201520160AB7,435,"2015-04-09 09:56:32",71,0,9,(PASS)
147707,"AB 548 GARCIA, C. Assembly Third Reading",0,CA_201520160AB548,435,"2015-04-09 09:57:42",76,0,4,(PASS)
147708,"AB 432 CHANG Consent Calendar Second Day",0,CA_201520160AB432,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147709,"AB 27 CHÁVEZ Consent Calendar Second Day Regular Session",0,CA_201520160AB27,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147710,"AB 139 GATTO Consent Calendar Second Day Regular Session",0,CA_201520160AB139,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147711,"AB 145 GOMEZ Consent Calendar Second Day Regular Session",0,CA_201520160AB145,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147521,"Assembly 3rd Reading ACR5 Jones-Sawyer By Hall",0,CA_201520160ACR5,452,"2015-03-16 12:55:00",34,0,3,(PASS)
147522,"Assembly 3rd Reading ACR6 Jones-Sawyer By Hall",0,CA_201520160ACR6,452,"2015-03-16 12:54:00",34,0,3,(PASS)
147712,"AB 293 LEVINE Consent Calendar Second Day Regular Session",0,CA_201520160AB293,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147713,"AJR 5 DAHLE Consent Calendar Second Day Regular Session",0,CA_201520160AJR5,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147714,"SCR 13 Jackson Consent Calendar Second Day Regular Session",0,CA_201520160SCR13,435,"2015-04-09 09:58:36",78,0,2,(PASS)
147684,"Do pass and be re-referred to the Committee on [Judiciary]",1,CA_201520160AB825,28,"2015-04-13 00:00:00",14,0,0,(PASS)
147747,"Do pass as amended and be re-referred to the Committee on [Jobs, Economic Development, and the Economy]",1,CA_201520160AB865,28,"2015-04-13 00:00:00",10,3,1,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB1008,28,"2015-04-13 00:00:00",14,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB1119,28,"2015-04-13 00:00:00",14,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB119,55,"2015-04-14 00:00:00",9,2,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB325,55,"2015-04-14 00:00:00",10,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB449,55,"2015-04-14 00:00:00",11,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB462,55,"2015-04-14 00:00:00",9,0,0,(PASS)
147518,"Do pass, but first be re-referred to the Committee on [Health]",1,CA_201520160SB547,55,"2015-04-14 00:00:00",8,3,0,(PASS)
147753,"Do pass, but first be re-referred to the Committee on [Public Safety]",1,CA_201520160SB549,55,"2015-04-14 00:00:00",10,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB685,55,"2015-04-14 00:00:00",11,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB674,28,"2015-04-13 00:00:00",10,4,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB793,28,"2015-04-13 00:00:00",14,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB692,55,"2015-04-14 00:00:00",11,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB703,55,"2015-04-14 00:00:00",7,3,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB796,55,"2015-04-14 00:00:00",10,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB161,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB345,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147527,"Do pass as amended and be re-referred to the Committee on [Health]",1,CA_201520160AB502,7,"2015-04-14 00:00:00",10,4,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB507,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB599,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB607,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB684,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB750,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB773,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147645,"Do pass as amended and be re-referred to the Committee on [Arts, Entertainment, Sports, Tourism, and Internet Media]",1,CA_201520160AB836,7,"2015-04-14 00:00:00",12,1,0,(PASS)
147667,"Do pass and be re-referred to the Committee on [Health]",1,CA_201520160AB848,7,"2015-04-14 00:00:00",12,2,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB905,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB921,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1060,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1374,7,"2015-04-14 00:00:00",14,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB226,61,"2015-04-14 00:00:00",6,2,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB248,61,"2015-04-14 00:00:00",6,2,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB355,61,"2015-04-14 00:00:00",6,2,0,(PASS)
147670,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",1,CA_201520160SB545,61,"2015-04-14 00:00:00",6,2,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB555,61,"2015-04-14 00:00:00",8,0,0,(PASS)
147670,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",1,CA_201520160SB637,61,"2015-04-14 00:00:00",6,1,0,(PASS)
147634,"Do pass, but first be re-referred to the Committee on [Rules]",1,CA_201520160SB718,61,"2015-04-14 00:00:00",6,2,0,(PASS)
147754,"Do pass, but first be re-referred to the Committee on [Health] with the recommendation: To Consent Calendar",1,CA_201520160SB746,61,"2015-04-14 00:00:00",7,0,0,(PASS)
147657,"Do pass and be ordered to the Consent Calendar",1,CA_201520160SB193,66,"2015-04-14 00:00:00",5,0,0,(PASS)
147755,"Do pass, but first be re-referred to the Committee on [Public Employment and Retirement]",1,CA_201520160SB221,66,"2015-04-14 00:00:00",5,0,0,(PASS)
147756,"Do pass, but first be re-referred to the Committee on [Transportation and Housing]",1,CA_201520160SB384,66,"2015-04-14 00:00:00",5,0,0,(PASS)
147757,"Do pass as amended, but first amend, and re-refer to the Committee on [Governmental Organization]",1,CA_201520160SB536,66,"2015-04-14 00:00:00",5,0,0,(PASS)
147528,"Do pass as amended, but first amend, and re-refer to the Committee on [Transportation and Housing]",1,CA_201520160SB689,66,"2015-04-14 00:00:00",5,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB2,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB63,54,"2015-04-15 00:00:00",6,1,0,(PASS)
147635,"Do pass as amended, but first amend, and re-refer to the Committee on [Public Safety]",1,CA_201520160SB267,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB272,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB321,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB330,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB357,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147620,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",1,CA_201520160SB379,54,"2015-04-15 00:00:00",5,2,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB481,54,"2015-04-15 00:00:00",5,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB495,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB500,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB640,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB741,54,"2015-04-15 00:00:00",7,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB72,3,"2015-04-15 00:00:00",16,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB81,3,"2015-04-15 00:00:00",16,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR24,26,"2015-03-16 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160HR12,26,"2015-03-16 00:00:00",11,0,0,(PASS)
147528,"Do pass as amended, but first amend, and re-refer to the Committee on [Transportation and Housing]",1,CA_201520160SB9,53,"2015-03-18 00:00:00",7,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB47,53,"2015-03-18 00:00:00",5,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB191,50,"2015-03-18 00:00:00",8,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB200,50,"2015-03-18 00:00:00",8,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB11,19,"2015-03-18 00:00:00",5,2,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB67,19,"2015-03-18 00:00:00",5,2,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB145,19,"2015-03-18 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB251,19,"2015-03-18 00:00:00",5,2,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR18,26,"2015-03-19 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR29,26,"2015-03-19 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR37,26,"2015-03-19 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR43,26,"2015-03-19 00:00:00",11,0,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160HR7,26,"2015-03-19 00:00:00",11,0,0,(PASS)
147666,"Do pass and be re-referred to the Committee on [Governmental Organization]",1,CA_201520160AB768,4,"2015-04-07 00:00:00",4,2,0,(PASS)
147491,"Be adopted. To third reading.",0,CA_201520160ACR46,4,"2015-04-07 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB51,27,"2015-04-06 00:00:00",13,1,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB162,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB947,24,"2015-04-14 00:00:00",6,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB950,24,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB962,24,"2015-04-14 00:00:00",7,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB989,24,"2015-04-14 00:00:00",7,0,0,(PASS)
147767,"Do pass and be re-referred to the Committee on [Jobs, Economic Development, and the Economy] with recommendation: To Consent Calendar",1,CA_201520160AB1093,24,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1156,24,"2015-04-14 00:00:00",6,0,0,(PASS)
147768,"Do pass as amended, and be re-referred to the Committee on [Judiciary]  with recommendation: To Consent Calendar",1,CA_201520160AB1272,24,"2015-04-14 00:00:00",7,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB1328,24,"2015-04-14 00:00:00",4,2,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1375,24,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB166,4,"2015-04-07 00:00:00",6,0,0,(PASS)
147573,"Do pass and be re-referred to the Committee on [Local Government]",1,CA_201520160AB189,4,"2015-04-07 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB222,27,"2015-04-06 00:00:00",14,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB223,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147629,"Do pass as amended and be re-referred to the Committee on [Aging and Long-Term Care]",1,CA_201520160AB643,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB759,27,"2015-04-06 00:00:00",15,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB863,27,"2015-04-06 00:00:00",14,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB869,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147645,"Do pass as amended and be re-referred to the Committee on [Arts, Entertainment, Sports, Tourism, and Internet Media]",1,CA_201520160AB932,27,"2015-04-06 00:00:00",14,0,0,(PASS)
147630,"Do pass as amended and be re-referred to the Committee on [Local Government]",1,CA_201520160AB1284,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1353,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147574,"Be adopted, and re-refer to the Committee on [Appropriations] with recommendation: To Consent Calendar",0,CA_201520160ACR4,27,"2015-04-06 00:00:00",15,0,0,(PASS)
147667,"Do pass and be re-referred to the Committee on [Health]",1,CA_201520160AB1423,24,"2015-04-14 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1493,24,"2015-04-14 00:00:00",7,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB434,10,"2015-04-14 00:00:00",7,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB517,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB517,8,"2015-04-08 00:00:00",1,5,0,(FAIL)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB523,8,"2015-04-08 00:00:00",1,5,0,(FAIL)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB631,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147715,"Do pass as amended and be re-referred to the Committee on [Higher Education]",1,CA_201520160AB677,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB711,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB713,8,"2015-04-08 00:00:00",6,1,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB740,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB753,8,"2015-04-08 00:00:00",5,1,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB787,8,"2015-04-08 00:00:00",4,3,0,(PASS)
3310,"Do pass.",1,CA_201520160AB881,8,"2015-04-08 00:00:00",7,0,0,(PASS)
147716,"Do pass as amended and be re-referred to the Committee on [Human Services]",1,CA_201520160AB891,8,"2015-04-08 00:00:00",7,0,0,(PASS)
