pid,first,last,middle,oid,name
1304,Jack,Molodanof,T.,2882,"Automotive Service Councils Of California"
1313,Jeffrey,Freitas,M.,242,"California Federation Of Teachers"
1318,Patrick,Shannon,K.,5569,Caring.Com
1321,Steven,Cruz,NULL,4718,"Gonzalez, Quintana & Hunter"
1324,Daniel,Merkley,J.,701,"California Farm Bureau Federation"
1327,Patti,Herrera,F.,593,"Corona Norco Unified School District"
1327,Patti,Herrera,F.,2185,"Riverside County Office Of Education"
1327,Patti,Herrera,F.,2186,"Riverside County Schools Advocacy Association"
1337,Patrick,Whalen,J.,1673,"United Nurses Association Of California/Union Of Health Care Professionals"
1337,Patrick,Whalen,J.,1911,"Southern California Regional Occupational Center"
1337,Patrick,Whalen,J.,2230,"American Federation Of State, County & Municiple Employees (Afscme)"
1340,Richard,Mastrodonato,NULL,2454,"Trust For Public Land, The"
1344,Peter,Montgomery,C.,4020,"Nrg Energy "
1345,Shaun,Flanigan,T.,605,"Sycuan Band Of The Kumeyaay Nation"
1346,Valerie,Turella,A.,73,"Pacific Gas & Electric Company"
1347,Daniel,Chick,C.,5614,"Health Net"
1350,Niccolo,"De Luca",S.,4956,"San Leandro, City Of"
1351,Jerry,Jeffe,NULL,29738,"chronic care"
1356,Yolanda,Benson,A.,283,"Calpine Corporation"
1356,Yolanda,Benson,A.,1634,"Association Of Financial Development Corporations"
1356,Yolanda,Benson,A.,4068,"California Asian Pacific Chamber Of Commerce"
1356,Yolanda,Benson,A.,29891,CalCom
1360,Michael,Turner,T.,366,"Los Angeles County Metropolitan Transportation Authority"
1370,Amanda,Banks,Carson,3124,"California Biomedical Research Association"
1371,"C. Bryan",Little,NULL,701,"California Farm Bureau Federation"
1377,Allison,Barnett,NULL,869,"Blue Cross Of California (A Subsidiary Of Wellpoint Health Networks, Inc.)"
1379,Thomas,Jacob,R.,2398,"Chemical Industry Council Of California"
1381,Barbara,Morrow,L.,3173,"Astellas Pharma Us Inc."
1384,Kyra,Ross,Emanuels,1389,"Sacramento, County Of"
1384,Kyra,Ross,Emanuels,2358,"Santa Rosa, City Of"
1384,Kyra,Ross,Emanuels,2675,"Pasadena, City Of"
1384,Kyra,Ross,Emanuels,2686,"San Rafael/Marin County Council Of Mayors & Council Members, City Of"
1387,Jennifer,Whiting,L.,8,"California State Association Of Counties"
1387,Jennifer,Whiting,L.,1817,"League Of California Cities"
1400,Mike,Herald,NULL,187,"Western Center On Law And Poverty Inc."
1400,Mike,Herald,NULL,194,"California Applicants' Attorneys Association"
1401,Elizabeth,Landsberg,A.,187,"Western Center On Law And Poverty Inc."
1414,Jason,Lane,S.,2473,"California Bankers Association"
1421,Noelle,Cremers,G.,701,"California Farm Bureau Federation"
1423,Karen,Mills,Norene,701,"California Farm Bureau Federation"
1424,Silvia,Shaw,Solis,550,"Los Angeles, City Of"
1424,Silvia,Shaw,Solis,1267,"Los Angeles City Attorneys Office"
1424,Silvia,Shaw,Solis,1735,"Solid Waste Association Of North America, California Chapters"
1424,Silvia,Shaw,Solis,1999,"Santa Monica, City Of"
1428,Pamela,Gibbs,E.,678,"Los Angeles County Office Of Education"
1679,Katherine,"Bell Alves",E.,301,"California Retailers Association"
1679,Katherine,"Bell Alves",E.,687,"American Airlines"
1679,Katherine,"Bell Alves",E.,4680,"Capitol Advocacy, LLC"
1433,Judith,Reigel,NULL,110,"County Health Executives Association Of California"
1434,Cory,Salzillo,M.,2529,"California State Sheriffs' Association"
1434,Cory,Salzillo,M.,29345,"California Sheriffs Association"
1434,Cory,Salzillo,M.,29690,"Fiat Chrysler"
1434,Cory,Salzillo,M.,29750,"California State Sheriff's"
1437,Mark,Smith,NULL,1737,"Sonoma County Water Agency"
1443,Barry,Broad,D.,153,"Consumer Attorneys Of California"
1443,Barry,Broad,D.,930,"California Official Court Reporters Association"
1443,Barry,Broad,D.,2036,"Knudsen & Associates"
1443,Barry,Broad,D.,2279,"American Bail Coalition"
1443,Barry,Broad,D.,2359,"Sacramento Regional County Sanitation District (Srcsd)"
1443,Barry,Broad,D.,2583,"Engineers And Scientists Of California Local 20, Ifpte Afl-Cio & Clc"
1443,Barry,Broad,D.,2586,"Utility Workers Union Of America, Local 246"
1443,Barry,Broad,D.,3151,"California Harness Horsemen'S Association"
1443,Barry,Broad,D.,17106,"Express Scripts Holding Company"
1443,Barry,Broad,D.,3693,"Jockeys' Guild, Inc."
1443,Barry,Broad,D.,3694,"California Conference Of Machinists"
1443,Barry,Broad,D.,3695,"United Anglers"
1443,Barry,Broad,D.,3696,"International Longshore And Warehouse Union, Coast Longshore Division"
1443,Barry,Broad,D.,3697,"Coalition For Enhanced Marine Resources"
1443,Barry,Broad,D.,3698,"Utility Workers Union Of America, Local 132"
1443,Barry,Broad,D.,3740,"San Francisco Bay Area Water Emergency Transportation Authority"
1443,Barry,Broad,D.,3743,"California Conference Board Of The Amalgamated Transit Union"
1443,Barry,Broad,D.,3744,"California Teamsters Public Affairs Council"
1443,Barry,Broad,D.,3749,"Professional & Technical Engineers, Local 21, Ifpte, Afl-Cio"
1443,Barry,Broad,D.,4457,"Sportfishing Conservancy; The"
1444,Shane,Gusman,A.,1314,"Screen Actors Guild"
1444,Shane,Gusman,A.,3694,"California Conference Of Machinists"
1444,Shane,Gusman,A.,3696,"International Longshore And Warehouse Union, Coast Longshore Division"
1444,Shane,Gusman,A.,3743,"California Conference Board Of The Amalgamated Transit Union"
1444,Shane,Gusman,A.,3744,"California Teamsters Public Affairs Council"
1444,Shane,Gusman,A.,29776,"American Federation of Television and Radio Artists"
1445,Liberty,Sanchez,NULL,3248,"Orange County Professional Firefighters, Iaff, Local 3631"
1445,Liberty,Sanchez,NULL,3928,"Laborers' International Union Of North America Local 777"
1445,Liberty,Sanchez,NULL,29621,"Labors Local 777 and 792"
1447,Cynthia,Cory,L.,701,"California Farm Bureau Federation"
1448,Andrea,Fox,C.,701,"California Farm Bureau Federation"
1449,John,Gamper,R.,701,"California Farm Bureau Federation"
1451,Dean,Chalios,NULL,938,"California Association For Health Services At Home"
1459,Phillip,Ung,NULL,29194,"Fair Political Practice Commission"
1460,Erica,Arriaga,NULL,1817,"League Of California Cities"
1471,Afrack,Vargas,NULL,4664,"California State Firefighters' Association"
1471,Afrack,Vargas,NULL,4798,"The Alliance For Solar Choice"
1475,Cyndi,Hillery,NULL,170,"Regional Council Of Rural Counties (Rcrc) And Its Joint Powers Authorities"
1481,David,Wolfe,NULL,3286,"Howard Jarvis Taxpayers Association"
1481,David,Wolfe,NULL,29770,"Howard Jarvis Tax Payers Association"
1481,David,Wolfe,NULL,29845,"Harvard Jarvis Taxpayer's Association"
1485,Manny,Diaz,NULL,2345,"San Jose-Evergreen Community College District"
1485,Manny,Diaz,NULL,29806,"San Jose Evergreen Community College District"
1489,Christopher,Clay,W.,2175,"Allstate Insurance Company"
1491,David,Quintana,NULL,79,"Viejas Band Of Kumeyaay Mission Indians"
1491,David,Quintana,NULL,1780,"Pala Band Of Mission Indians"
1491,David,Quintana,NULL,3556,"Habematolel Pomo Of Upper Lake"
1491,David,Quintana,NULL,4816,"Njoy Inc."
1491,David,Quintana,NULL,29680,"Greenland USA"
1495,Mark,Sektnan,NULL,2535,"Association Of California Insurance Companies"
1496,Jennifer,Tannehill,W.,127,"California Dental Hygienists Association"
1496,Jennifer,Tannehill,W.,152,"California Society Of Enrolled Agents"
1496,Jennifer,Tannehill,W.,3948,"San Diego County Apartment Association"
1496,Jennifer,Tannehill,W.,29102,"Aaron Read and Associates"
1499,Kara,Bush,NULL,4852,"Techamerica, A Department Of Comptia Member Services, LLC"
1506,Heather,Harrison,S.,1193,"California Assisted Living Association"
1516,Erin,Niemela,NULL,1449,"California Solar Energy Industries Association"
1516,Erin,Niemela,NULL,3430,"Large-Scale Solar Association"
1516,Erin,Niemela,NULL,4065,"California Energy Efficiency Industry Council"
1516,Erin,Niemela,NULL,4409,"RePLANET LLC"
1516,Erin,Niemela,NULL,4909,"Nextgen Climate Action"
1516,Erin,Niemela,NULL,19315,Paypal
1517,Sieglinde,Johnson,L.,390,"Nielsen, Merksamer, Parrinello, Mueller & Naylor, LLP"
1521,Robert,"Grossglauser III",E.,1149,"California Assessors' Association"
1521,Robert,"Grossglauser III",E.,1188,"County Recorders Association Of California"
1533,Justin,Oldfield,T.,2373,"California Cattlemen'S Association"
1536,Amanda,Levy,NULL,1289,"California Psychological Association"
1540,Timothy,Smith,L.,3389,"Smith/CALIFORNIA State Legislative Board/Brotherhood Of Locomotive Engineers & Trainmen"
1543,Teresa,Cooke,NULL,13886,"Avis Budget Group, Inc"
1544,Kirsten,Barlow,NULL,28377,"Behavioral Health Director's Association"
1544,Kirsten,Barlow,NULL,5851,"County Behavioral Health Directors Association"
1553,Jessica,Bartholow,NULL,187,"Western Center On Law And Poverty Inc."
1554,Ronald,Coleman,E.,2719,"Asian Pacific American Legal Center/California Immigrant Policy Center"
1568,Brian,Nowicki,M.,3269,"Center For Biological Diversity, Inc."
1570,Thomas,Vu,M.,507,"Association Of Independent California Colleges & Universities (Aiccu)"
1571,Mikhael,Skvarla,NULL,980,"Modesto Irrigation District"
1579,Sandra,Morales,S.,29048,"County's Superintendents Association"
1589,Rebecca,Gonzales,NULL,1788,"National Association Of Social Workers, California Chapter"
1589,Rebecca,Gonzales,NULL,29460,"National Association of Social Workers California Chapter"
1589,Rebecca,Gonzales,NULL,29885,NASW
1596,David,Milton,K.,2605,"California Association Of Realtors"
1601,Janus,Norman,L.,819,"California Medical Association, Inc."
1602,Jeremy,Smith,L.,214,"State Building & Construction Trades Council Of California"
1602,Jeremy,Smith,L.,28643,"Get Real Coalition"
1605,Jennifer,Barrera,NULL,89,"California Chamber Of Commerce"
1606,Randi,Knott,NULL,1389,"Sacramento, County Of"
1607,Mike,Roos,Y.,4585,"Phadia Us Inc., A Part Of Thermo Fisher Scientific"
1618,Thomas,Pedersen,P.,228,"California Rifle And Pistol Association, Inc."
1620,Larry,Doyle,NULL,148,"Conference Of Delegates Of California Bar Associations"
1624,Tony,Anderson,NULL,3460,"Arc Of California; The"
1625,Greg,"De Giere",NULL,1067,"CAUSE-Statewide Law Enforcement Association Fka: California Union Of Safety Employees"
1625,Greg,"De Giere",NULL,2496,"California Church Impact"
1625,Greg,"De Giere",NULL,3460,"Arc Of California; The"
1625,Greg,"De Giere",NULL,28888,"United Cerebral Palsy California Coalition"
1625,Greg,"De Giere",NULL,29454,"Arc and United Cerebral Palsy California Coalition"
1626,Katherine,Pettibone,NULL,1445,"American Insurance Association"
1626,Katherine,Pettibone,NULL,1693,"Civil Justice Association Of California"
1639,Wendy,Ridderbusch,L.,2262,"Association Of California Water Agencies"
1643,Jennifer,Svec,NULL,2605,"California Association Of Realtors"
1649,Pamela,Loomis,C.,4767,"North Orange County Community College District"
1649,Pamela,Loomis,C.,29890,"Consolidated Communications"
1654,Jack,Gribbon,NULL,19273,"Unite Here Local 30"
1666,Edward,Howard,P.,28383,"Children's Advocacy Institute"
