vid,bid,date,billState,subject,state
CA_20150AB111095AMD,CA_201520160AB1110,2016-08-04,"Amended Senate","Greenhouse gases emissions intensity reporting: retail electricity suppliers.",CA
CA_20150AB111096AMD,CA_201520160AB1110,2015-09-03,"Amended Senate","Greenhouse gases emissions intensity reporting: retail electricity suppliers.",CA
CA_20150AB111097AMD,CA_201520160AB1110,2015-08-18,"Amended Senate","Greenhouse gases emissions intensity reporting: retail electricity suppliers.",CA
CA_20150AB111098AMD,CA_201520160AB1110,2015-06-19,"Amended Senate","Emissions of greenhouse gases reporting: retail electricity suppliers.",CA
CA_20150AB111099INT,CA_201520160AB1110,2015-02-27,Introduced,"Property taxation: redemption deficiency.",CA
CA_20150AB111198AMD,CA_201520160AB1111,2015-03-26,"Amended Assembly","Vehicles: disabled persons or disabled veterans: parking privileges.",CA
CA_20150AB111199INT,CA_201520160AB1111,2015-02-27,Introduced,"Vehicles: parking.",CA
CA_20150AB111298AMD,CA_201520160AB1112,2015-03-26,"Amended Assembly","Adult education: consortia: parenting education: family literacy education.",CA
CA_20150AB111299INT,CA_201520160AB1112,2015-02-27,Introduced,"Adult education: consortia.",CA
CA_20150AB111397CHP,CA_201520160AB1113,2015-07-15,Chaptered,"Check Sellers, Bill Payers and Proraters Law.",CA
CA_20150AB111398ENR,CA_201520160AB1113,2015-07-07,Enrolled,"Check Sellers, Bill Payers and Proraters Law.",CA
CA_20150AB111399INT,CA_201520160AB1113,2015-02-27,Introduced,"Check Sellers, Bill Payers and Proraters Law.",CA
CA_20150AB111492CHP,CA_201520160AB1114,2016-09-25,Chaptered,"Medi-Cal: pharmacist services.",CA
CA_20150AB111493ENR,CA_201520160AB1114,2016-09-02,Enrolled,"Medi-Cal: pharmacist services.",CA
CA_20150AB111494AMD,CA_201520160AB1114,2016-08-24,"Amended Senate","Medi-Cal: pharmacist services.",CA
CA_20150AB111495AMD,CA_201520160AB1114,2016-08-15,"Amended Senate","Medi-Cal: pharmacist services.",CA
CA_20150AB111496AMD,CA_201520160AB1114,2015-09-01,"Amended Senate","Health care: eligibility and enrollment.",CA
CA_20150AB111497AMD,CA_201520160AB1114,2015-06-15,"Amended Senate","Health care: eligibility and enrollment.",CA
CA_20150AB111498AMD,CA_201520160AB1114,2015-04-16,"Amended Assembly","Health care: eligibility and enrollment.",CA
CA_20150AB111499INT,CA_201520160AB1114,2015-02-27,Introduced,"Kindergarten evaluation.",CA
CA_20150AB111594CHP,CA_201520160AB1115,2016-08-29,Chaptered,"School zones: state highways.",CA
CA_20150AB111595ENR,CA_201520160AB1115,2016-08-12,Enrolled,"School zones: state highways.",CA
CA_20150AB111596AMD,CA_201520160AB1115,2016-01-13,"Amended Assembly","School zones: state highways.",CA
CA_20150AB111597AMD,CA_201520160AB1115,2016-01-04,"Amended Assembly","School zones: traffic control devices: state highways.",CA
CA_20150AB111598AMD,CA_201520160AB1115,2015-03-26,"Amended Assembly","State highways: litter cleanup and abatement.",CA
CA_20150AB111599INT,CA_201520160AB1115,2015-02-27,Introduced,"Transportation funds.",CA
CA_20150AB111692CHP,CA_201520160AB1116,2015-10-06,Chaptered,"Connected televisions.",CA
CA_20150AB111693ENR,CA_201520160AB1116,2015-09-11,Enrolled,"Connected televisions.",CA
CA_20150AB111694AMD,CA_201520160AB1116,2015-09-03,"Amended Senate","Connected televisions.",CA
CA_20150AB111695AMD,CA_201520160AB1116,2015-07-16,"Amended Senate","Connected televisions.",CA
CA_20150AB111696AMD,CA_201520160AB1116,2015-07-02,"Amended Senate","Connected televisions.",CA
CA_20150AB111697AMD,CA_201520160AB1116,2015-04-30,"Amended Assembly","Connected televisions.",CA
CA_20150AB111698AMD,CA_201520160AB1116,2015-04-13,"Amended Assembly","Connected televisions.",CA
CA_20150AB111699INT,CA_201520160AB1116,2015-02-27,Introduced,"Connected televisions.",CA
CA_20150AB111797AMD,CA_201520160AB1117,2015-06-01,"Amended Assembly","Medi-Cal: vaccination rates.",CA
CA_20150AB111798AMD,CA_201520160AB1117,2015-03-26,"Amended Assembly","Medi-Cal: vaccination rates.",CA
CA_20150AB111799INT,CA_201520160AB1117,2015-02-27,Introduced,"Medi-Cal: vaccination rates.",CA
CA_20150AB111897AMD,CA_201520160AB1118,2015-04-16,"Amended Assembly","Police officer standards and training: procedural justice.",CA
CA_20150AB111898AMD,CA_201520160AB1118,2015-03-26,"Amended Assembly","Police officer standards and training: procedural justice.",CA
CA_20150AB111899INT,CA_201520160AB1118,2015-02-27,Introduced,"Public safety and law enforcement.",CA
CA_20150AB11198AMD,CA_201520160AB111,2015-06-16,"Amended Senate","State government.",CA
CA_20150AB111996CHP,CA_201520160AB1119,2015-10-09,Chaptered,"Public utilities: municipal corporations: rights of way.",CA
CA_20150AB111997ENR,CA_201520160AB1119,2015-08-31,Enrolled,"Public utilities: municipal corporations: rights of way.",CA
CA_20150AB111998AMD,CA_201520160AB1119,2015-05-11,"Amended Assembly","Public utilities: municipal corporations: rights of way.",CA
CA_20150AB111999INT,CA_201520160AB1119,2015-02-27,Introduced,"Public utilities: municipal corporations: rights of way.",CA
CA_20150AB11199INT,CA_201520160AB111,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB112099INT,CA_201520160AB1120,2015-02-27,Introduced,"Pupil health: sight and hearing tests.",CA
CA_20150AB112199INT,CA_201520160AB1121,2015-02-27,Introduced,"Personal information.",CA
CA_20150AB112299INT,CA_201520160AB1122,2015-02-27,Introduced,"Residential care facilities for the elderly: excluded persons.",CA
CA_20150AB112399INT,CA_201520160AB1123,2015-02-27,Introduced,"Dispute resolution programs: court administration.",CA
CA_20150AB112490CHP,CA_201520160AB1124,2015-10-06,Chaptered,"Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112491ENR,CA_201520160AB1124,2015-09-14,Enrolled,"Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112492AMD,CA_201520160AB1124,2015-09-04,"Amended Senate","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112493AMD,CA_201520160AB1124,2015-08-31,"Amended Senate","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112494AMD,CA_201520160AB1124,2015-08-17,"Amended Senate","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112495AMD,CA_201520160AB1124,2015-07-14,"Amended Senate","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112496AMD,CA_201520160AB1124,2015-07-08,"Amended Senate","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112497AMD,CA_201520160AB1124,2015-06-01,"Amended Assembly","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112498AMD,CA_201520160AB1124,2015-04-14,"Amended Assembly","Workers’ compensation: prescription medication formulary.",CA
CA_20150AB112499INT,CA_201520160AB1124,2015-02-27,Introduced,"Workers’ compensation: formulary: prescription medications.",CA
CA_20150AB112598AMD,CA_201520160AB1125,2015-05-04,"Amended Assembly","State agency contracts: small business.",CA
CA_20150AB112599INT,CA_201520160AB1125,2015-02-27,Introduced,"State agency contracts: small business.",CA
CA_20150AB112698AMD,CA_201520160AB1126,2015-04-20,"Amended Assembly","School facilities: heating, ventilation, and air conditioning: inspection reports.",CA
CA_20150AB112699INT,CA_201520160AB1126,2015-02-27,Introduced,"School facilities: heating, ventilation, and air conditioning: posting of inspection reports.",CA
CA_20150AB112798AMD,CA_201520160AB1127,2015-04-06,"Amended Assembly","Domestic and family violence: Sacramento County.",CA
CA_20150AB112799INT,CA_201520160AB1127,2015-02-27,Introduced,"Domestic and family violence: Sacramento County.",CA
CA_20150AB112899INT,CA_201520160AB1128,2015-02-27,Introduced,"Water conservation.",CA
CA_20150AB11298AMD,CA_201520160AB112,2015-06-17,"Amended Senate","Public safety.",CA
CA_20150AB112993CHP,CA_201520160AB1129,2015-09-30,Chaptered,"Emergency medical services: data and information system.",CA
CA_20150AB112994ENR,CA_201520160AB1129,2015-09-03,Enrolled,"Emergency medical services: data and information system.",CA
CA_20150AB112995AMD,CA_201520160AB1129,2015-08-20,"Amended Senate","Emergency medical services: data and information system.",CA
CA_20150AB112996AMD,CA_201520160AB1129,2015-06-23,"Amended Senate","Emergency medical services: data and information system.",CA
CA_20150AB112997AMD,CA_201520160AB1129,2015-05-04,"Amended Assembly","Emergency medical services: data and information system.",CA
CA_20150AB112998AMD,CA_201520160AB1129,2015-04-06,"Amended Assembly","Emergency medical services: data and information system.",CA
CA_20150AB112999INT,CA_201520160AB1129,2015-02-27,Introduced,"Emergency medical services: data and information system.",CA
CA_20150AB11299INT,CA_201520160AB112,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB113095CHP,CA_201520160AB1130,2015-10-01,Chaptered,"Clinics: licensing: hours of operation.",CA
CA_20150AB113096ENR,CA_201520160AB1130,2015-09-03,Enrolled,"Clinics: licensing: hours of operation.",CA
CA_20150AB113097AMD,CA_201520160AB1130,2015-08-26,"Amended Senate","Clinics: licensing: hours of operation.",CA
CA_20150AB113098AMD,CA_201520160AB1130,2015-06-29,"Amended Senate","Clinics: licensing: hours of operation.",CA
CA_20150AB113099INT,CA_201520160AB1130,2015-02-27,Introduced,"Clinics: licensing: hours of operation.",CA
CA_20150AB113192CHP,CA_201520160AB1131,2015-10-08,Chaptered,"Insurance: electronic transmission.",CA
CA_20150AB113193ENR,CA_201520160AB1131,2015-09-11,Enrolled,"Insurance: electronic transmission.",CA
CA_20150AB113194AMD,CA_201520160AB1131,2015-09-01,"Amended Senate","Insurance: electronic transmission.",CA
CA_20150AB113195AMD,CA_201520160AB1131,2015-08-18,"Amended Senate","Insurance: electronic transmission.",CA
CA_20150AB113196AMD,CA_201520160AB1131,2015-06-29,"Amended Senate","Insurance: electronic transmission.",CA
CA_20150AB113197AMD,CA_201520160AB1131,2015-05-14,"Amended Assembly","Insurance: electronic transmission.",CA
CA_20150AB113198AMD,CA_201520160AB1131,2015-05-04,"Amended Assembly","Insurance: electronic transmission.",CA
CA_20150AB113199INT,CA_201520160AB1131,2015-02-27,Introduced,"Insurance: electronic transmission.",CA
CA_20150AB113297AMD,CA_201520160AB1132,2015-05-04,"Amended Assembly","Distributed generation: report: green workforce training programs.",CA
CA_20150AB113298AMD,CA_201520160AB1132,2015-03-26,"Amended Assembly","Distributed generation: report: green workforce training programs.",CA
CA_20150AB113299INT,CA_201520160AB1132,2015-02-27,Introduced,"Alternative energy and advanced transportation: financing.",CA
CA_20150AB113397AMD,CA_201520160AB1133,2015-04-15,"Amended Assembly","School-based early mental health intervention and prevention services support program.",CA
CA_20150AB113398AMD,CA_201520160AB1133,2015-03-26,"Amended Assembly","School-based early mental health intervention and prevention services support program.",CA
CA_20150AB113399INT,CA_201520160AB1133,2015-02-27,Introduced,"School-based early mental health intervention.",CA
CA_20150AB113495CHP,CA_201520160AB1134,2015-10-11,Chaptered,"Firearms: concealed firearm licenses.",CA
CA_20150AB113496ENR,CA_201520160AB1134,2015-09-09,Enrolled,"Firearms: concealed firearm licenses.",CA
CA_20150AB113497AMD,CA_201520160AB1134,2015-08-18,"Amended Senate","Firearms: concealed firearm licenses.",CA
CA_20150AB113498AMD,CA_201520160AB1134,2015-06-16,"Amended Senate","Firearms: concealed firearm licenses.",CA
CA_20150AB113499INT,CA_201520160AB1134,2015-02-27,Introduced,"Firearms: concealed firearm licenses.",CA
CA_20150AB113593CHP,CA_201520160AB1135,2016-07-01,Chaptered,"Firearms: assault weapons.",CA
CA_20150AB113594ENR,CA_201520160AB1135,2016-07-01,Enrolled,"Firearms: assault weapons.",CA
CA_20150AB113595AMD,CA_201520160AB1135,2016-05-11,"Amended Senate","Firearms: assault weapons.",CA
CA_20150AB113596AMD,CA_201520160AB1135,2016-05-04,"Amended Senate","Firearms: assault weapons.",CA
CA_20150AB113597AMD,CA_201520160AB1135,2015-06-29,"Amended Senate","Kings River East Groundwater Sustainability Agency Act.",CA
CA_20150AB113598AMD,CA_201520160AB1135,2015-04-21,"Amended Assembly","Agricultural products.",CA
CA_20150AB113599INT,CA_201520160AB1135,2015-02-27,Introduced,"Agricultural products: certified farmers’ markets.",CA
CA_20150AB113699INT,CA_201520160AB1136,2015-02-27,Introduced,"Reusable grocery bag and recycled paper bag: fee: exemptions.",CA
CA_20150AB113799INT,CA_201520160AB1137,2015-02-27,Introduced,"Public utility districts: seal.",CA
CA_20150AB113899INT,CA_201520160AB1138,2015-02-27,Introduced,"High-speed rail: eminent domain.",CA
CA_20150AB11397AMD,CA_201520160AB113,2015-07-09,"Amended Senate","Local government.",CA
CA_20150AB11398AMD,CA_201520160AB113,2015-06-18,"Amended Senate","Local government.",CA
CA_20150AB113998AMD,CA_201520160AB1139,2015-03-26,"Amended Assembly","Personal income taxes: credit: turf removal.",CA
CA_20150AB113999INT,CA_201520160AB1139,2015-02-27,Introduced,"California Water District Law.",CA
CA_20150AB11399INT,CA_201520160AB113,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB114091CHP,CA_201520160AB1140,2015-10-07,Chaptered,"Crime victims.",CA
CA_20150AB114092ENR,CA_201520160AB1140,2015-09-16,Enrolled,"Crime victims.",CA
CA_20150AB114093AMD,CA_201520160AB1140,2015-09-04,"Amended Senate","Crime victims.",CA
CA_20150AB114094AMD,CA_201520160AB1140,2015-08-31,"Amended Senate","Crime victims.",CA
CA_20150AB114095AMD,CA_201520160AB1140,2015-08-18,"Amended Senate"," California Victim Compensation and Government Claims Board.",CA
CA_20150AB114096AMD,CA_201520160AB1140,2015-05-28,"Amended Assembly"," California Victim Compensation and Government Claims Board.",CA
CA_20150AB114097AMD,CA_201520160AB1140,2015-05-04,"Amended Assembly","Crime victim compensation.",CA
CA_20150AB114098AMD,CA_201520160AB1140,2015-04-22,"Amended Assembly","Crime victim compensation.",CA
CA_20150AB114099INT,CA_201520160AB1140,2015-02-27,Introduced,"Crime victim compensation.",CA
CA_20150AB114194CHP,CA_201520160AB1141,2015-09-28,Chaptered,"Civil actions.",CA
CA_20150AB114195ENR,CA_201520160AB1141,2015-08-31,Enrolled,"Civil actions.",CA
CA_20150AB114196AMD,CA_201520160AB1141,2015-07-14,"Amended Senate","Civil actions.",CA
CA_20150AB114197AMD,CA_201520160AB1141,2015-06-03,"Amended Senate","Civil actions.",CA
CA_20150AB114198AMD,CA_201520160AB1141,2015-04-06,"Amended Assembly","Civil actions.",CA
CA_20150AB114199INT,CA_201520160AB1141,2015-02-27,Introduced,"Civil actions.",CA
CA_20150AB114290CHP,CA_201520160AB1142,2016-04-18,Chaptered,"Mining and geology: surface mining.",CA
CA_20150AB114291ENR,CA_201520160AB1142,2016-04-14,Enrolled,"Mining and geology: surface mining.",CA
CA_20150AB114292AMD,CA_201520160AB1142,2016-03-16,"Amended Senate","Mining and geology: surface mining.",CA
CA_20150AB114293AMD,CA_201520160AB1142,2015-09-01,"Amended Senate","Mining and geology: surface mining.",CA
CA_20150AB114294AMD,CA_201520160AB1142,2015-08-18,"Amended Senate","Mining and geology: surface mining.",CA
CA_20150AB114295AMD,CA_201520160AB1142,2015-07-01,"Amended Senate","Mining and geology: surface mining.",CA
CA_20150AB114296AMD,CA_201520160AB1142,2015-06-03,"Amended Assembly","Mining and geology: surface mining.",CA
CA_20150AB114297AMD,CA_201520160AB1142,2015-05-05,"Amended Assembly","Mining and geology: surface mining.",CA
CA_20150AB114298AMD,CA_201520160AB1142,2015-04-06,"Amended Assembly","Mining and geology: surface mining.",CA
CA_20150AB114299INT,CA_201520160AB1142,2015-02-27,Introduced,"Mining and geology: surface mining.",CA
CA_20150AB114398AMD,CA_201520160AB1143,2015-05-05,"Amended Assembly","Elections: Voter Registration Agencies.",CA
CA_20150AB114399INT,CA_201520160AB1143,2015-02-27,Introduced,"Elections: Voter Registration Agencies.",CA
CA_20150AB114497AMD,CA_201520160AB1144,2015-08-17,"Amended Senate","California Renewables Portfolio Standard Program: renewable energy credits.",CA
CA_20150AB114498AMD,CA_201520160AB1144,2015-04-14,"Amended Assembly","California Renewables Portfolio Standard Program: unbundled renewable energy credits.",CA
CA_20150AB114499INT,CA_201520160AB1144,2015-02-27,Introduced,"California Renewables Portfolio Standard Program: unbundled renewable energy credits.",CA
CA_20150AB114597AMD,CA_201520160AB1145,2015-07-01,"Amended Senate","Pupils: Early Commitment to College program.",CA
CA_20150AB114598AMD,CA_201520160AB1145,2015-05-06,"Amended Assembly","Pupils: Early Commitment to College program.",CA
CA_20150AB114599INT,CA_201520160AB1145,2015-02-27,Introduced,"Pupils: Early Commitment to College program.",CA
CA_20150AB114693CHP,CA_201520160AB1146,2015-08-17,Chaptered,"Skateboard parks.",CA
CA_20150AB114694ENR,CA_201520160AB1146,2015-07-21,Enrolled,"Skateboard parks.",CA
CA_20150AB114695AMD,CA_201520160AB1146,2015-07-06,"Amended Senate","Skateboard parks.",CA
CA_20150AB114696AMD,CA_201520160AB1146,2015-06-08,"Amended Senate","Skateboard parks.",CA
CA_20150AB114697AMD,CA_201520160AB1146,2015-04-16,"Amended Assembly","Skateboard parks.",CA
CA_20150AB114698AMD,CA_201520160AB1146,2015-04-08,"Amended Assembly","Skateboard parks.",CA
CA_20150AB114699INT,CA_201520160AB1146,2015-02-27,Introduced,"Skateboard parks.",CA
CA_20150AB114793CHP,CA_201520160AB1147,2015-08-13,Chaptered,"Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114794ENR,CA_201520160AB1147,2015-07-21,Enrolled,"Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114795AMD,CA_201520160AB1147,2015-07-07,"Amended Senate","Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114796AMD,CA_201520160AB1147,2015-06-19,"Amended Senate","Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114797AMD,CA_201520160AB1147,2015-05-28,"Amended Senate","Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114798AMD,CA_201520160AB1147,2015-04-23,"Amended Assembly","Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114799INT,CA_201520160AB1147,2015-02-27,Introduced,"Health facilities: pediatric day health and respite care facilities.",CA
CA_20150AB114897CHP,CA_201520160AB1148,2015-07-15,Chaptered,"Republican county central committees: Placer County.",CA
CA_20150AB114898ENR,CA_201520160AB1148,2015-07-07,Enrolled,"Republican county central committees: Placer County.",CA
CA_20150AB114899INT,CA_201520160AB1148,2015-02-27,Introduced,"Republican county central committees: Placer County.",CA
CA_20150AB11496CHP,CA_201520160AB114,2015-06-24,Chaptered,"Public works: building construction.",CA
CA_20150AB11497ENR,CA_201520160AB114,2015-06-15,Enrolled,"Public works: building construction.",CA
CA_20150AB11498AMD,CA_201520160AB114,2015-06-11,"Amended Senate","Public works: building construction.",CA
CA_20150AB114997CHP,CA_201520160AB1149,2015-07-14,Chaptered,"Public health emergencies: funding.",CA
CA_20150AB114998ENR,CA_201520160AB1149,2015-06-29,Enrolled,"Public health emergencies: funding.",CA
CA_20150AB114999INT,CA_201520160AB1149,2015-02-27,Introduced,"Public health emergencies: funding.",CA
CA_20150AB11499INT,CA_201520160AB114,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB115092CHP,CA_201520160AB1150,2015-10-08,Chaptered,"Energy: University of California and California State University partnership.",CA
CA_20150AB115093ENR,CA_201520160AB1150,2015-09-11,Enrolled,"Energy: University of California and California State University partnership.",CA
CA_20150AB115094AMD,CA_201520160AB1150,2015-09-03,"Amended Senate","Energy: University of California and California State University partnership.",CA
CA_20150AB115095AMD,CA_201520160AB1150,2015-08-31,"Amended Senate","Energy: University of California and California State University partnership.",CA
CA_20150AB115096AMD,CA_201520160AB1150,2015-07-09,"Amended Senate","Energy: University of California and California State University partnership.",CA
CA_20150AB115097AMD,CA_201520160AB1150,2015-05-14,"Amended Assembly","Energy: University of California and California State University partnership.",CA
CA_20150AB115098AMD,CA_201520160AB1150,2015-05-05,"Amended Assembly","Energy: University of California and California State University partnership.",CA
CA_20150AB115099INT,CA_201520160AB1150,2015-02-27,Introduced,"Energy: University of California partnership.",CA
CA_20150AB115196CHP,CA_201520160AB1151,2015-07-15,Chaptered,"Parking violations: penalties.",CA
CA_20150AB115197ENR,CA_201520160AB1151,2015-07-07,Enrolled,"Parking violations: penalties.",CA
CA_20150AB115198AMD,CA_201520160AB1151,2015-03-26,"Amended Assembly","Parking violations: penalties.",CA
CA_20150AB115199INT,CA_201520160AB1151,2015-02-27,Introduced,"Vehicles: removal. ",CA
CA_20150AB115298AMD,CA_201520160AB1152,2015-03-26,"Amended Assembly","Construction defects: prelitigation procedures: exclusive remedy.",CA
CA_20150AB115299INT,CA_201520160AB1152,2015-02-27,Introduced,"Construction defects.",CA
CA_20150AB115398AMD,CA_201520160AB1153,2015-04-20,"Amended Assembly","School accountability: local control and accountability plans: posting: evaluation rubrics.",CA
CA_20150AB115399INT,CA_201520160AB1153,2015-02-27,Introduced,"School accountability: local control and accountability plans: posting: evaluation rubrics data.",CA
CA_20150AB115498AMD,CA_201520160AB1154,2015-04-23,"Amended Assembly","The California Public Records Act: applications for licenses and licenses to carry firearms.",CA
CA_20150AB115499INT,CA_201520160AB1154,2015-02-27,Introduced,"The California Public Records Act: applications for licenses and licenses to carry firearms.",CA
CA_20150AB115599INT,CA_201520160AB1155,2015-02-27,Introduced,Medi-Cal.,CA
CA_20150AB115696CHP,CA_201520160AB1156,2015-09-30,Chaptered,"Imprisonment in county jail.",CA
CA_20150AB115697ENR,CA_201520160AB1156,2015-09-09,Enrolled,"Imprisonment in county jail.",CA
CA_20150AB115698AMD,CA_201520160AB1156,2015-09-01,"Amended Senate","Imprisonment in county jail.",CA
CA_20150AB115699INT,CA_201520160AB1156,2015-02-27,Introduced,"Imprisonment in county jail.",CA
CA_20150AB115796CHP,CA_201520160AB1157,2015-10-02,Chaptered,"Property taxation: certificated aircraft assessment.",CA
CA_20150AB115797ENR,CA_201520160AB1157,2015-09-14,Enrolled,"Property taxation: certificated aircraft assessment.",CA
CA_20150AB115798AMD,CA_201520160AB1157,2015-05-04,"Amended Assembly","Property taxation: certificated aircraft assessment.",CA
CA_20150AB115799INT,CA_201520160AB1157,2015-02-27,Introduced,"Property taxation: certificated aircraft assessment.",CA
CA_20150AB115898AMD,CA_201520160AB1158,2015-04-16,"Amended Assembly","Jobs and Economic Improvement Through Environmental Leadership Act of 2011: prevailing wage.",CA
CA_20150AB115899INT,CA_201520160AB1158,2015-02-27,Introduced,"Jobs and Economic Improvement Through Environmental Leadership Act of 2011: prevailing wage.",CA
CA_20150AB11598AMD,CA_201520160AB115,2015-06-18,"Amended Senate",Water.,CA
CA_20150AB115997AMD,CA_201520160AB1159,2015-04-21,"Amended Assembly","Product stewardship: pilot program: household batteries and home-generated sharps waste. ",CA
CA_20150AB115998AMD,CA_201520160AB1159,2015-04-06,"Amended Assembly","Product stewardship: pilot program: household batteries and home-generated sharps waste. ",CA
CA_20150AB115999INT,CA_201520160AB1159,2015-02-27,Introduced,"Tire recycling: incentive program.",CA
CA_20150AB11599INT,CA_201520160AB115,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB116097AMD,CA_201520160AB1160,2015-04-14,"Amended Assembly","Vehicles: automated traffic enforcement systems.",CA
CA_20150AB116098AMD,CA_201520160AB1160,2015-04-06,"Amended Assembly","Vehicles: automated traffic enforcement systems.",CA
CA_20150AB116099INT,CA_201520160AB1160,2015-02-27,Introduced,"Vehicles: automated traffic enforcement systems.",CA
CA_20150AB116198AMD,CA_201520160AB1161,2015-07-02,"Amended Senate","Preschool: privately funded pilot program: tax credits.",CA
CA_20150AB116199INT,CA_201520160AB1161,2015-02-27,Introduced,"Preschool: privately funded pilot program: tax credits.",CA
CA_20150AB116293ENR,CA_201520160AB1162,2015-09-14,Enrolled,"Medi-Cal: tobacco cessation.",CA
CA_20150AB116294AMD,CA_201520160AB1162,2015-09-04,"Amended Senate","Medi-Cal: tobacco cessation.",CA
CA_20150AB116295AMD,CA_201520160AB1162,2015-08-31,"Amended Senate","Medi-Cal: tobacco cessation.",CA
CA_20150AB116296AMD,CA_201520160AB1162,2015-07-14,"Amended Senate","Medi-Cal: tobacco cessation.",CA
CA_20150AB116297AMD,CA_201520160AB1162,2015-06-01,"Amended Assembly","Medi-Cal: tobacco cessation.",CA
CA_20150AB116298AMD,CA_201520160AB1162,2015-04-23,"Amended Assembly","Medi-Cal: tobacco cessation.",CA
CA_20150AB116299INT,CA_201520160AB1162,2015-02-27,Introduced,"Medi-Cal: tobacco cessation.",CA
CA_20150AB116393CHP,CA_201520160AB1163,2015-10-04,Chaptered,"Health care service plans and health insurers: solicitors and life agents: notice of contract changes.",CA
CA_20150AB116394ENR,CA_201520160AB1163,2015-09-09,Enrolled,"Health care service plans and health insurers: solicitors and life agents: notice of contract changes.",CA
CA_20150AB116395AMD,CA_201520160AB1163,2015-08-31,"Amended Senate","Health care service plans and health insurers: solicitors and life agents: notice of contract changes.",CA
CA_20150AB116396AMD,CA_201520160AB1163,2015-07-14,"Amended Senate","Health care service plans and health insurers: solicitors, agents and brokers: notice of contract changes.",CA
CA_20150AB116397AMD,CA_201520160AB1163,2015-05-12,"Amended Assembly","Health care services plan and health insurers: agents and brokers: notice of contract changes.",CA
CA_20150AB116398AMD,CA_201520160AB1163,2015-04-21,"Amended Assembly","Health care services plan and health insurers: agents and brokers: notice of contract changes.",CA
CA_20150AB116399INT,CA_201520160AB1163,2015-02-27,Introduced,"Health care services plan and health insurers: agents and brokers: notice of contract changes.",CA
CA_20150AB116490CHP,CA_201520160AB1164,2015-10-09,Chaptered,"Water conservation: drought tolerant landscaping.",CA
CA_20150AB116491ENR,CA_201520160AB1164,2015-09-16,Enrolled,"Water conservation: drought tolerant landscaping.",CA
CA_20150AB116492AMD,CA_201520160AB1164,2015-09-04,"Amended Senate","Water conservation: drought tolerant landscaping.",CA
CA_20150AB116493AMD,CA_201520160AB1164,2015-09-01,"Amended Senate","Water conservation: drought tolerant landscaping.",CA
CA_20150AB116494AMD,CA_201520160AB1164,2015-07-16,"Amended Senate","Water conservation: drought tolerant landscaping.",CA
CA_20150AB116495AMD,CA_201520160AB1164,2015-07-01,"Amended Senate","Water conservation: drought tolerant landscaping.",CA
CA_20150AB116496AMD,CA_201520160AB1164,2015-06-22,"Amended Senate","Water conservation: drought tolerant landscaping.",CA
CA_20150AB116497AMD,CA_201520160AB1164,2015-04-21,"Amended Assembly","State highways: evaluation and rating.",CA
CA_20150AB116498AMD,CA_201520160AB1164,2015-03-26,"Amended Assembly","State highways: performance measures.",CA
CA_20150AB116499INT,CA_201520160AB1164,2015-02-27,Introduced,"Autonomous vehicles.",CA
CA_20150AB116599INT,CA_201520160AB1165,2015-02-27,Introduced,"Vocational nursing: secondary and post-secondary education.",CA
CA_20150AB116696CHP,CA_201520160AB1166,2015-08-11,Chaptered,"Pupils in foster care: pupils who are homeless children or youth: school transfer: exemption from local graduation requirements.",CA
CA_20150AB116697ENR,CA_201520160AB1166,2015-07-13,Enrolled,"Pupils in foster care: pupils who are homeless children or youth: school transfer: exemption from local graduation requirements.",CA
CA_20150AB116698AMD,CA_201520160AB1166,2015-06-29,"Amended Senate","Pupils in foster care: pupils who are homeless children or youth: school transfer: exemption from local graduation requirements.",CA
CA_20150AB116699INT,CA_201520160AB1166,2015-02-27,Introduced,"Pupils in foster care: pupils who are homeless children or youth: school transfer: exemption from local graduation requirements.",CA
CA_20150AB116799INT,CA_201520160AB1167,2015-02-27,Introduced,"Courts: frivolous actions or proceedings.",CA
CA_20150AB116896CHP,CA_201520160AB1168,2015-08-13,Chaptered,"Peace officers: basic training requirements.",CA
CA_20150AB116897ENR,CA_201520160AB1168,2015-07-13,Enrolled,"Peace officers: basic training requirements.",CA
CA_20150AB116898AMD,CA_201520160AB1168,2015-06-16,"Amended Senate","Peace officers: basic training requirements.",CA
