uid,text,time,endTime,type,alignment,state
8733,"So, one of those was that the legislature said hey, we want to create a higher level of protection for the urban areas within the state plan of  flood control. So, then they mandated a brand new 200 year level protection, which was not defined, still is not really defined. So, now our cities and counties are under a deadline to try to get that done and that will affect their ability to have any growth. Natomas is a good example of what happens, you get a moratorium when you're unable to meet those accomplishments. And with that, I will answer questions after that.",1391,1425,Testimony,For,CA
8747,"Thank you. Next please?",1425,1432,Discussion,Neutral,CA
8749,"Good morning. I'm Randy Fiorini, I'm serving as the chairman of the Delta Stewardship Council. We're the relative newcomer to state agencies, created in 2009 as part of the delta reform act. It was in that reform act, that  the legislature, for the first-time, declared as state policy towards the delta that it must henceforth serve the co-equal goals of achieving water supply reliability for the state and a healthy restored ecosystem in the delta. And at the same time, recognizing the uniqueness of the delta that the activities of the Delta Stewardship Council protect and enhance the unique values of the delta as involving place.",1432,1479,Testimony,For,CA
8769,"The legislature directed the council to develop a delta plan as an overall management strategy for achieving those co-equal goals. The delta plan provides a management blueprint for the delta and the Suisun marsh. That plan, after three years of development, was adopted in May of 2013 and is now in the implementation stage.",1479,1511,Testimony,For,CA
8783,"The council both coordinates the actions of some two hundred state, local, and federal agencies, including all of the agencies represented here at the table today, to ensure that agency actions are consistent with the delta plan. The delta plan is consistent with the governor's water action plan.",1511,1530,Testimony,For,CA
8791,"In 2009, the legislature decided that the limited amount of state money, now and in the future, to address levee work in the delta would be far less than the needs. The council was assigned the job of determining prioritization funding for levee work in the delta. Our job is to figure out and rationalize how to prioritize spending in the delta to fulfill the state's responsibilities for myriad areas including, to name a few, risk protection, water quality, water supply, and ecosystem needs. That process is underway developing a levee investment strategy.",1530,1570,Testimony,For,CA
8809,"We have contracted with the Rand corporation and with the dutch engineering firm Arcadis, to assist our competent staff. As directed by the legislature, best available science will be employed. Our delta science program will be providing scientific guidance and review throughout the process. We have already conducted several outreach meetings with local agencies and experts in the delta and we'll continue to rely heavily on their input.",1570,1601,Testimony,For,CA
8823,"We're working closely with each of the agencies here at the table. This process the legislature designated to us will be controversial, but it is an open, transparent, and accountable process. The outcome will lead to determining the most cost-effective portfolio of state investments in support of the delta levee system. You've been provided a copy of our levees issue white paper. It's a great briefing paper, unfortunately, it's forty pages long. But it highlights the twelve key questions that we're attempting to answer as we develop the levee investment strategy.",1601,1639,Testimony,For,CA
8839,"We'll fulfill our job as responsibly as possible and give direction to the legislature and the governor as to what should be done. Our final report is expected to be provided sometime next year. A couple of final items that I don't know if others will talk about this or not. On the funding side, the army corps of engineers recently determined that there is no federal interest in two-thirds of the levees, the privately-owned levees and the delta. Because the cost, in their view, it would exceed the value protected by the levees. So that is a loss, it was anticipated of about $500 milion of federal funding that is not going to be provided if that if that view continues.",1639,1697,Testimony,For,CA
8865,"Additionally, the Delta Protection Commission is in the process of studying the feasibility of one of the recommendations included in the delta plan: the creation of a regional assessment district that can raise funds to complement those provided by the state and local landowners. Currently, there are a number of activities, agencies, entities in the delta that don't contribute in a large way in support of delta levee maintenance, utilities, transportation, railroad.",1697,1730,Testimony,For,CA
8879,"So, this attempt to determine the feasibility of an assessment district is designed to try and attract some additional funding. So, with that, I will conclude my comments and look forward to questions.",1730,1744,Testimony,For,CA
8887,"Thank you very much. Next please.",1746,1750,Discussion,Neutral,CA
8889,"Good morning. My name is Tina Curry and I'm a deputy director with the California Office of Emergency Services and I first want to thank you, Mr. Chair and the committee for convening this hearing and the opportunity to spend just a few minutes on the front end here to talk about what Cal OES does, specific to flood preparedness and how we respond to flood disasters.",1750,1768,Testimony,For,CA
8897,"So, our job in short, is to coordinate the overall response to emergencies in California, in support of local governments who are going to be facing those emergencies. Just in this conversation so far, we've talked about fires and floods and drought. Excuse me. Even though we're here to talk about floods. You know, obviously our mission is very broad and we need to be ready for all those things, but floods are clearly important. Second to fires in California, they are the most frequent things that happen in this state and even though it has been a while, we recognize that that's one of our main priorities in terms of being ready for disaster events.",1768,1806,Testimony,For,CA
8913,"So, in terms of disaster taking many forms, I wanted to mention briefly that one way we deal with that in California is that we have a standard system for response so that local government, which may start from a reclamation district, you know, person of one, all the way up to the state agencies and the federal partners we work with, understand ahead of time how things come together in emergencies, so we have a comment system called the standardized emergency management system. We lock into that system when something happens and it facilitates the communication about what's going on. It facilitates the deployment of resources to attend to the problems that might be happening in communities and it does it in a way that thinks about consequences.",1806,1842,Testimony,For,CA
8929,"So whether it's an evacuation that is needed or, you know, flood fight or what have you, there's a common understanding and a common system that we use. And that over time in California has just proven to be the best way to deal with all kinds of emergencies, is to establish that commonality. So, I mention that because when we talk about flood response, that's the system that we're going to use.",1842,1872,Testimony,For,CA
8941,"Just to draw an example, in December, we had a series of storms in California and certainly didn't rise to the level of some of the more catastrophic disasters and floods, but it was significant. We saw it coming, we got the weather service reports, our local governments activated their emergency centers and we did as well. So, we were ready for it and sure enough, we had we had problems in several communities. We worked very closely with DWR's flood operation center, we understood when that stood up, what that means, what they were working on. And we were able to help communities during the response phase to get resources out there as things emerge during the event.",1872,1916,Testimony,For,CA
8959,"You know, so that's typically how things work in flood responses, is we'll activate that center. But, the system also allows us to have a deliberate way to work across the spectrum of state and government family, so we've got DWR here, we're focused on floods, but in any type of disaster, flood included, we'll be working with Cal Trans, we'll be working with the highway patrol for evacuations and you name it, across the board. The system also allows us access using the same structure to the federal government, so we've got federal government agencies that match-up with our state agencies and can enhance that capability if we need to pull that into our into our system to help out with a with a disaster.",1916,1954,Testimony,For,CA
8975,"Army core is kind of the natural, you know, one that we think of that very frequently and will be one of the first that is responding to a flood event should that happen in California. It also allows us access to non-government partners. So, Red Cross, you know, is obviously a partner of ours when it comes to taking care of people in times of emergency and during care and shelter. And the private-sector is a huge part of this. We'll have often utility problems in lots of different kinds of events that we have in California, so we don't we don't have any type of barriers to working with the private-sector to include our utilities, getting them what they need to facilitate access to sites where they're outages so that we can shorten those disruptions.",1954,1999,Testimony,For,CA
8993,"So, the system is in California what we would use in flood and it has served us well over different disasters, including the drought. You know, that's been a little more slow-moving, but significant for California and we've used those techniques in that same system to manage that. Our role goes beyond response. We have more that we do besides waiting for something to happen and dealing with it, we have a planning mission. We write emergency plans for California, both that articulate a response and also state-wide how we are committed to investing and lessening the effects of disasters, which is something that is called hazard mitigation.",1999,2039,Testimony,For,CA
9009,"So that's an important thing I want to elaborate a lot on the in's and out's on that. And that but we may get back to that during the questions. And we also facilitate the recovery from disasters, so once the response and the life-saving actions are completed we know we've got to help communities get back, you know, what they're you know, starting to recover some of the losses, starting to rebuild if there's damages. So, we have programs and we're able to access things, FEMA is one that comes to mind, but there's other federal agencies and state programs that we pull together in the similar structure to kind of deal with the long-haul and the long-term recovery from disasters.",2039,2076,Testimony,For,CA
9025,"And I mentioned a little bit, what we call disaster mitigation and that's our state-wide efforts to look at all the risks we face and try to lessen the impact, so we're not facing the same hazards again and again, or experiencing the same losses. So, that was a very short synopsis of what Cal OES's role in all of this including flood response. We maintain a readiness posture so that we're ready to respond, we don't know when something will happen next, but we're also committed to working with local government day to day, to you know, develop disaster plans, and make sure that our communities resilient, just echo the same themes about the importance of a distributed approach through insurance and, what have you.",2076,2115,Testimony,For,CA
9041,"And make sure that we're facilitating post-event, the recovery from events. So, we see ourselves as full spectrum that we're there in times of emergency and also when we're not in emergency to make sure that we are better prepared.",2115,2126,Testimony,For,CA
9045,"when we're not an emergency to make sure that were better prepared for great thank you very much mr",2126,2134,NULL,Indeterminate,CA
9047,"Thank you, Mr. Chair. I'm Gary Bardini. I serve as the Deputy Director for the Department of Water Resources. I thought it would be, kind of to really capture this year in water. And I think we talked about the drought, but there's a number of things that happened in administration. One is really the progressing of the California water action plan. Within the California water action plan, the administration highlighted a number of areas related to water reliability, restoration, and water quality improvements in the system, delta management, but more importantly, it also reinforces the needs and improvements in flood management, along with the aspects of financing.",0,38,Testimony,For,CA
9065,"With that, we've had the passage of both Proposition 1, which is driven a lot by the, you know, the structuring of the finance you need under the water action plan. And of course, we had ground water legislation. While I think all these are important because they really were significant, I think changes and where we're moving in water management, ultimately trying to move towards sustainable water management in the state. And of course, sustainable means dealing with too little and then in this case, too much. And I think the videos reflect that quite well.",38,66,Testimony,For,CA
9079,"Within that, the Department of Water Resources typically organizes itself around the management of that under three major areas. One is a continuation of strength in regional governments and management. In the aspect of local systems and financial assistance, we also provide significant technical and planning support to the efforts outlined. And then lastly, we deal with a lot of the inner regional management of infrastructure improvements in management of systems. Now the way the state water project, but also the state planned flood control that we're talking about today. With that and within the flood, has been essentially what is a major driver in the management, has been essentially two reports.",66,99,Testimony,For,CA
9093,"One was the flood future report that Ellen used some of the information on, which provides a state-wide perspective of the flood management challenges and then of course, more importantly within the state plan of flood control facilities has been the Central Valley Flood Protection plan from 2012. Within that, it really recognizes the challenges of both, essentially both the capital or the loss of life potential and more importantly, the aspects of the actual consequences economically that occur.",99,128,Testimony,For,CA
9105,"Within that Central Valley Flood Plan, which has been essentially a prominent focus of the current financing, both on Proposition 1E and 84, is that essentially we recognize that essentially, in the challenges within that system, both of essentially maintaining the urban economies, protecting agricultural courses, and maintaining the ecosystems in which the system lies, we laid out a plan of essentially estimated at $14 billion - $17 billion of investment needed moving forward. At which time, we've moved under the flood safe initiative,  a number of initiatives to help towards improving that system.",128,166,Testimony,For,CA
9121,"And, if you look at the course of the period since 2006, the state of California, working through many of the folks around this table, have invested in themselves over $3 billion in that and we're looking for putting three-quarters or so of the current bond, financing and culminating with the remaining $1 billion or so plus that we look to do over the next five years.",166,188,Testimony,For,CA
9131,"Within that, we partner closely with local agencies and federal agencies, and Rick will give more about the core's role, which most of this is still within the federal flood control system. With that, what I did provide just to give at least an indication of what's done, there is a map that shows a lot of the investment over this period that just kind of reflects the activity which I did provide. And, within that, this map here really reflects associate investment, essentially in three principle areas of programs: one within the state plan of flood control facilities, which is heavily in the central valley and are kind of depicted in the orange area.",188,225,Testimony,For,CA
9147,"There are those parts that are still in the delta that are outside the state plan of flood control, which is kind of reflected. And then we still continue to provide support state-wide in projects, and the map kind of reflects essentially a lot of the activities that we've supported. Principally, in the implementation of this, the department basically continues to promote programs towards emergency management, which Tina kind of reflected. We also do O&M, in this particular Sacramento valley, both the channels and levee maintenance. To go further, we have an extensive flood plain management program, we work with FEMA on, to continue to try to address the flood plain management issues, and Melinda kind of reflected a little bit on the challenges there.",225,263,Testimony,For,CA
9149,"And then lastly, it's been the aspects of continuation of the project improvements. Typically, the project improvements in the central valley have been focused on three principle areas: continuation of the rural management, the urban areas, and providing a larger system improvements, like the bypass or et cetera. Last thing, I would just kinda recognize is that we are in a period of extensive implementation with the bond floods, but we're also looking towards the planning of a post-bond period and with the adoption of the 2017 central valley flood plan, and within that I see that we will basically focus much more not only the improvement side, of where to go beyond the initial estimates, but also be looking for how do we improve our operation and maintenance, and how would that look moving forward, along with dealing residual flood risk and emergency management that can be required moving forward.",229,305,Testimony,For,CA
9183,"And then lastly, I think the authorities issue, which I know we kind of described. The aspects of stable financing and financing for flood management and particularly, the multi benefit side in connection will be a challenge moving forward. We hope to shape the conversation in the 2017 plan.",305,325,Testimony,For,CA
9193,"Great. Thank you very much and Mr. Poeppelman, thank you so much for your patience. I've been very much anticipating your presentation.",325,335,Discussion,Neutral,CA
9197,"Thank you. And good morning to everybody and the core appreciates being invited to come over and share. A lot of things, you're going to hear some repetition because I think one of my. Well, first of all, I'm Rick Poeppleman. I'm chief of engineering division here in the Sacramento district Corps of Engineers and I'm the levee safety officer for the district and the dam safety officer. Then going kind of a little bit beyond that, I know we're focusing mostly on the central valley, but I just wanted to say we have a district office in San Francisco that kind of with the coastal area. And then in southern California, we have a Los Angeles district office that deals with the things down there.",335,375,Testimony,For,CA
9213,"So, just to kind of give you a perspective, we have a large presence in California. The Sacramento district is one of our larger districts in the entire corps, and part of that's because of the flood situation and all the projects that we have out here. But probably the thing that I want to emphasize the most, is the partnership, and you've heard of that, the multi layers of government.",375,407,Testimony,For,CA
9225,"And, it is true, we are integral. We talk every day with Leslie's group. I mean it's a constant with the Department of Water Resources. We are in regular meetings, whether it's for our planning studies that dove tail with what the state's doing and in  some of the ongoing design and construction work, there's constant coordination and communication.",407,425,Testimony,For,CA
9231,"It has its own challenges, it doesn't mean it's perfect, but, there is a significant effort of partnering going on. And you know, the corps in our civil works mission, we plan, we design, we construct. In some cases we operate, but, mostly we oversee. We help oversee and own from a federal perspective, on projects we've participated in. And there's also an element of emergency response when we're called in to help in large disasters. A lot of times, you know, the state takes that action and, usually FEMA is also part of that.",425,469,Testimony,For,CA
9249,"I guess a couple examples: there's a joint operation center located here, in Sacramento, for the valley that helps orchestrate the operation of the reservoirs and monitoring levees. You know, all that stuff integrates together. The DWR, it's actually in their facility. The Bureau of Reclamation owns a number of dams with flood control space and the corps of engineers, when the time is right, we sit down and look at how we're operating in a flood event. So, that's kind of an example.",469,507,Testimony,For,CA
9263,"A couple of the things... So you've already heard some of this, but there's statistics out there, there's 6,500 miles of levees in the central valley and about 1,600 of that are part of what we call the federal system, kind of the main stem of the Sacramento, San Joaquin and some significant tributaries are the primary focus of that.",507,533,Testimony,For,CA
9273,"Then in addition to that, the dams there's about, you know kind of the significant dams, there's about 34 plus or minus dams that have flood control space that the federal government either, about half of those we operate directly and the other half, it's either state reclamation or local flood control irrigation district.  So, all of that kind of gets coordinated and, ties into the levee systems.",533,565,Testimony,For,CA
9287,"I think it's been stated already, but I want to emphasize that we don't own really any of the levees. We provide some federal oversight and we work closely with the local maintaining agencies, flood control districts, reclamation districts, the Central Valley Flood Protection board and DWR to make that work. So, that's kind of the general piece of that. A couple things that I wanted to add, kind of getting into our planning, design, and construction.",565,595,Testimony,For,CA
9299,"So, one of the things that we bring a fair amount of technical capability to the table, but I think one of the big things is that we try to bring a chunk of financing and funding to the table. And, you all know that's been a bit of a struggle for the federal government to figure that out. But, planning studies for instance, that we participate in it's a fifty fifty cost-share usually, where the feds pay in fifty and then the local entities are paying fifty of that. And then when we get into the next phase, where we're designing and constructing, it's typically about a sixty five percent federal and a thirty five percent state, local government cost-share. Usually, you know, that's a good thing, that's a big part of what we do and how we help.",595,653,Testimony,For,CA
9321,"Let's see, I will say. So, get more into probably the levee system in the central valley. Some of the things that we're doing, and kind of how we operate. So, the corps and it kind of ties back to Katrina, we've been since then, kinda heightened our awareness and funding that goes into how we look at levees, how much effort we're putting into it. So we've been on this, essentially five-year cycle to do very detailed, periodic inspections of the levee systems across the country, not just here, and truly get a good idea of what their conditions are.",653,697,Testimony,For,CA
9341,"And we've also been looking at from a risk standpoint, kinda taking those inspections and applying the engineering to that. What are the risks? Where are the high-risk? Risk is really, kind of the probability of failure plus the consequences, what's behind the levees, and that kind of equates to risk. So, from the national standpoint being able to prioritize across the country, where we should be pointing our limited federal dollars and it's clear that Sacramento is a very high risk area. The valley, essentially, not just the city of Sacramento.",698,731,Testimony,For,CA
9355,"So, lots of lots of significant urban areas behind levees that we know they weren't originally engineered and constructed very well, or they just haven't been funded for the for the proper O&M over the years. So, in that light, just kind of real roughly, some of the things and they've been touched on when you saw in the videos. Some of the significant issues that we have: encroachments, whether it's buildings, abandoned pipes that go through that have no closures, lots of road activities.",732,769,Testimony,For,CA
9373,"So those are the kind of things that we see that inhibit the performance of the levee directly or inhibit operation and maintenance. And frankly, there was a little bit of pain getting that going.",769,783,Testimony,For,CA
9377,"I think the response from the Central Valley Flood Protection Board and the LMA's has been fantastic, realizing hey, yeah, we need to figure out how to do this and, it's worth seeing significant improvements in the last few years as a result of our inspections and our coordination with the DWR.",783,812,Testimony,For,CA
9391,"The last point I wanted to bring up, and it ties into the overall flood protection and it's part of our planning process. The state DWR, the Central Valley Flood Protection Board have similar views, but it's really about risk. How do we invest our limited dollars, where's the right place to make that investment first. So, that's what we want to do, we want to look at those high-risk areas and make sure we're doing that first and then kind of work our way down, from a risk perspective.",812,850,Testimony,For,CA
9407,"You're probably aware of some of the examples. The Folsom flood control project, the new dam and spill way that's moving along, it's pretty far into it. We just got authorized and appropriated for the Natomas levee system to finish, to start designs and construction to try to finish that work that the state SAFETA partnered on. They did probably about half of that works so, we're pleased to finish that off. The basin, that's project has been authorized and that's being done again by the locals and the state, a big chunk of that with the bond money, because the federal government is not ready, doesn't have the money to fund everything. So that's being done, we provide some oversight to that.",850,895,Testimony,For,CA
9423,"And then the kind of the big planning studies that are kind of on the cusp, but we're getting close to the end on, again working closely with the state, the American river, the Sacramento river levees, the Sacramento project and the Stockton area levee projects. So again, I want to thank you, thank the state for inviting us over and I think we have a complicated, but very productive and strong partnership.",895,931,Testimony,For,CA
9437,"Great. Thank you very much. You guys make talking about flood control like watching water fill up in a bathtub. But, to have us kick-off the Q&A, I want to get to something that a lot of people are thinking about after Friday. The governor's proposed budget has $1.1 billion of Prop 1E money in it. Where should it be spent? How do we direct those resources?",931,954,Discussion,Neutral,CA
9445,"I'm going to try to answer Assemblyman Dahle's question earlier, first of all, since he asked if there's a list. There are actually several lists and I had mentioned that JPA's, these regional agencies have formed. Sacramento's is called Sacramento area flood control associations, Sutter Butte flood control association, or agency rather. The Stockton area that San Joaquin has one. And we have three rivers, levee improvement authority so, they've all done these.",954,985,Testimony,For,CA
9459,"So, they have these large, very civil works projects, so they're so large that they have individual projects like the Natomas that was mentioned. And so, they, within those agencies, have a list of projects if you will, that they have already initiated, some are even completed, I think Sutter Butte is on phase three now or something like that of theirs, so there's that. In addition, the Central Valley Flood Protection plan that was mentioned that was approved in 2012, is in implementation now and what they did is they split the that orange area, the 1.7 million acres that is protected by the state plan and flood control system into six regions.",985,1023,Testimony,For,CA
9475,"And those regions came up with regional flood management plans and I know like, one of the regions, had 120 projects on their list. So, there is lists if you will, that do exist as a result of those activities. And the $1.1 billion dollars yeah, it's a lot of money to spend all in one year, so I would like to hear from the department. Is it a phased spending, you know, and, how that's going to work?",1023,1069,Testimony,For,CA
9495,"But those large civil works projects obviously they're ongoing and will need that continued funding to get them up, and the cities and counties really still need to get up that 200 year level of protection. They were given a legislative deadline to be able show adequate progress by 2016, that's important. And then not to be forgotten, we can't really forget the rural levees has to make system work. You have to make those urban, as you make them better, you potentially then have to make the rural ones a little bit better.",1069,1086,Testimony,For,CA
9501,"Yeah, I agree. There's big lists and every project has been given aspects on this. I think one of the limiting factors for moving up is now then, getting through the aspects of the design of the permitting of them. But there's always aspects of essentially, a cost-share between both federal, state and local agencies. So, the availability of the federal budget to support many of the projects Melinda just talked about, is a factor. The ability to raise capital in the 218 is an issue at a local agency, so we're always in a kind of a balance between all three agencies or three levels of government, with their budgets towards that large list.",1086,1121,Testimony,For,CA
9517,"And then, we go through, I think Rick reflected a bit of a prioritization, of the effort. So I'd say generally, in the Central Valley Flood plan, it reflects a prioritization of moving not only to essentially urban improvements, but for system improvements like the bypass and I think we're making progress on that in alignment of our agencies. And those take longer to bring to readiness, but I think the aspect of broader benefit or value, are significant.",1121,1148,Testimony,For,CA
9529,"And then we have maintaining a rural system and we continue to progress that with a lot of the maintaining agencies. So I think we have essentially a long list of projects, I think we're kind of basically more in a prioritization against that list.",1148,1161,Testimony,For,CA
9535,"Alright. Any questions from members at this point in time? Mr. Gallagher did you want to ask a question?",1161,1169,Discussion,Neutral,CA
9539,"Well, on that same note, and this might have been mentioned, I apologize, I had to leave a little bit earlier.",1169,1174,Discussion,Neutral,CA
9541,"That's never happened before.",1174,1175,Discussion,Neutral,CA
9543,"You came back, that's the important part.",1177,1179,Testimony,Neutral,CA
9545,"As far as the money that's been spent so far, and, Gary you mentioned, you know, $3 billion that's been invested. How much of the money that has been spent, bond money that's been spent so far, how much of that has been on construction,  infrastructure, and how much has been devoted to planning?",1180,1204,Discussion,Neutral,CA
9553,"I don't have the exact numbers in front of me, but I'm looking at my table trying to do the math in my head. But, I think you looked at eighty to eighty five percent is in the construction or in that category. I will say the aspects of driving the evaluation, both our flood risk management mapping program with significant effort that we did with the corps of engineers. But, I would say the planning part is really a small fraction.",1204,1229,Testimony,For,CA
9565,"Great, and just as a follow-up for Mr. Gallagher. If you can provide those numbers to committee staff, we will circulate it with committee members as well as Mr. Gallagher who's joining us today. Members at this time?",1229,1243,Discussion,Neutral,CA
9571,"One thing that we hear brought up time and time again, is that the delta is a critical piece to the flood control puzzle. Tell us a little bit more about how we're grappling with that.",1243,1258,Discussion,Neutral,CA
9575,"Well, as I explained, the legislature reached the point in 2009. It said we have so many demands in support of a healthy delta levee system, and the funds just don't measure up to the level of the demands. So, we were assigned, the Delta Stewardship Counsel was assigned responsibility to develop a prioritization plan.",1258,1286,Testimony,For,CA
9587,"While we are developing the finer points in that, there exists today in the delta plan, guidance that prioritizes urban protection and then protection of assets, and then thirdly, agricultural value property. That's an over-simplification, but that's useful I think, it's enough detail for these purposes.",1286,1307,Testimony,For,CA
9597,"So, over the last several years, the Department of Water Resources has funded, through this inventions program, matching funds to the reclamation districts that are in the delta in support of those local projects as well as cooperating with the central valley flood protection board and their projects on the periphery.",1307,1339,Testimony,For,CA
9609,"So we have, essentially, a practice now in the delta of attempting to bring up all levees to a minimum standard and that minimum standard probably varies, whether it's urban protection or agricultural protection. But currently, only about thirty one percent of the levees meet a minimum standard. So, we've got a long ways to go and the department and limited funds that they have distributed have been directed at trying to address those areas that are out of the standard and to bring them up. At the rate we're going, it's going to take many years to even meet that minimum standard.",1341,1379,Testimony,For,CA
9625,"You raise a really good point. Ms. Terry did you want to add on to that?",1379,1384,Discussion,Neutral,CA
9627,"Yeah, I did. if you think about the flood system that the state now owns and operates, it was proposed and approved in 1917 and started construction soon after that. So it came first, but it then became a convenient water conveyance supply, conveyance system because of course, you know, where that water was coming was from the same place where the floodwater's coming from, so those levees than became the conveyance system and then the delta became the hub for the pumping to be able to export that water where our growing population is located.",1384,1420,Testimony,For,CA
9643,"So, it's really interesting because I have to participate with another hat that I wear, and a lot of delta stuff and they talk about flows a lot, but it's always flows for water supply, you know, but for flood, we have flood flows. There's just two different kinds of flows that you're managing. And, I think really, if you think about our state now, we have a large population where there's a health and safety issue of having drinking water available to them. And so, from a political sense they're more powerful and they can beat that drum louder because it is really important to them. And then the population that's protected by the flood system, we're much smaller and our drum often does not beat as loudly and we don't get as much attention.",1420,1459,Testimony,For,CA
9659,"So, unfortunately in particular since really 2009, when the delta package was done, when you talked about levees, all anyone ever talked about was delta levees, forgetting that the state has a responsibility and liability for 1,600 miles of levees from Red Bluff down to Fresno. So, we see the funding for the rest of the system maybe wane off a little bit. And when it comes to coordination, we really could and should, do a better job of coordinating and I'll just give a couple examples that are from the delta stewardship council's plan.",1459,1496,Testimony,For,CA
9675,"One of the big issues, I'll call it the elephant in the room, that wasn't brought up by any of the speakers, so I'll bring it up is vegetation on levees. The army corps, as part of their periodic inspections in determining whether you're eligible for PLA 8499, has a policy that you can't have any vegetation on the levees, and our state for decades they were not enforcing that, so our levees have quite a bit. It is very expensive to remove, we've written a great, sixty page reason why we couldn't and shouldn't both from an ecosystem and cost standpoint. But in the meantime, the dealt stewardship council has their plan wants to add 21 new miles of vegetation on levees,  which are primarily project levees, which are part of the system.",1496,1542,Testimony,For,CA
9697,"So, now you have a conflict between what allows you to remain eligible for a hundred-percent funding by the federal government, when there's a levee failure, because they'll pay one hundred percent to repair it, but you're no longer eligible. So, now we have a conflict with our own state policy. So those things, you can make a decision, but nobody's really coordinating to figure those kinds of things out. The same with, you could say, the BDCP.",1542,1571,Testimony,For,CA
9709,"They have a conservation measure to inundate the Yolo bypass, which is the major workhorse of that state plan of flood control system, to inundate it for fish because it's the ESA mitigation for their pumping facilities that are part of the CBP and SWP. But that may conflict with the central valley flood protection plan, those six regions, so the lower Sac valley, they've got a list of projects, it may conflict with that. Now, it doesn't have to, because we really can, if we're smart to really coordinate it, we can figure out ways to bundle those together, so that we're achieving the water supply benefits, the flood benefits, and the ecosystem benefits as part of that. But really, with that kind of coordination at that level, is just not going on.",1571,1617,Testimony,For,CA
9731,"So, the big fear for a lot of the locals because you even heard Ellen, you know, like half of the money that goes in is from the locals. But, even the state should be worried because we've already invested more than three billion, but let's just talk about Prop 184, $3 billion in the recent years since 2006. Well, any of these new water supply projects that are proposed as biological opinions, or BDCP, or in the delta plan,  if they undermine those investments that were made to increase or reduce the risk of levee failure, well that's a lost investment, if you will, on our flood size.  So that's why, you know, that coordination is just so critical.",1617,1659,Testimony,For,CA
9749,"Well, Ms. Terry, I want to say thank you for sharing these ideas. We've got the team right here around the table, and if you guys are nodding thinking some of these things might be good, let's flesh this out and see if there's a better way that we can do this coordination. I also want to thank Ms. Terry for your response to Ms. Hanak's presentation as well, when you were speaking earlier. But you raise an important point about enforcement, and for the flood protection board, which has some enforcement duties. Can you talk a bit about some of those challenges and how that is a threat, how those violations could be a threat to us, or perhaps an opportunity to strengthen our flood protection?",1660,1700,Discussion,Neutral,CA
9765,"Certainly, and yes, you've correctly identified that. That is one of the major threats that we have to the levee, the hundred-year-old system that has been, over the years, somewhat neglected, that has lots of old things on and around it. And of the agencies here, we are the one charged with taking care of that, on the project levees. So, we're talking about the 1,600 miles of levees and there are most of the levees in the delta that you're talking about, two-thirds of those I think are not project levees, so those we don't have direct jurisdiction over those.",1700,1739,Testimony,For,CA
9781,"But of the ones that we do, we've put a program together, in conjunction with the help that we received from the legislature in 2013, and just last year we passed regulations to compliment that we're really ramping up our enforcement program. We're working with local partners and DWR to identify properties and to match funds with others who can help get some of these things out. But it is very challenging.",1739,1767,Testimony,For,CA
9793,"You have folks who have, over the years grown accustomed to having levees in their backyards and there are a beautiful rose gardens and, you know, there are play houses and, sometimes structures in and on the levy, and convincing someone that doesn't necessarily belong to them can be difficult, and it is challenging. One of the other big challenges that we face, which is something we've recently identified, we've been working with the division of engineering within the department to identify our property rights even. Many of our",1767,1804,Testimony,For,CA
9809,"property rights are from deeds that are very old, that are literally rolled up in bundles, that you pick them up and they start to crumble. They're very old and they",1804,1814,Testimony,Indeterminate,CA
9813,"have never been digitized they've never been modernized and they've never been surveyed.",1814,1818,Testimony,Indeterminate,CA
9815,"So it's barrier to enforcement, if we don't know what property rights are so that is an effort that the state has been working on recently very aggressively.",1818,1831,Testimony,Indeterminate,CA
9819,"Great thank you very much Ms. Gallagher and I want to thank the entire panel. The work that you do is incredibly important. We have heard about how we're not investing exactly what we need to protect Californians.",1831,1840,Discussion,Indeterminate,CA
9823,"But, the work that you do saves lives saves property so, thank you for that your time this morning you can all step down at that point.",1840,1856,Discussion,Indeterminate,CA
9827,"Now we are entering into public comment so members of the public if you'd like to you can please stand-up. The sergeant will direct you to the microphone for you use.",1856,1871,Discussion,Indeterminate,CA
9833,"If I have a sense of how many people want to speak I can get a sense of if I can give you fifteen minutes a piece or something less. I'm kidding about fifteen minutes or something a little bit more manageable so everyone gets a chance to talk.",1871,1885,Discussion,Indeterminate,CA
9839,"And, then move about their day. But, just be respectful of the fact that there are other people want to speak behind you.",1885,1891,Discussion,Indeterminate,CA
9841,"Thank you sir, I can do that. My name is Ronald Stork. I'm the on the Conservation Staff of Friends of the River and I just wanted to introduce myself to you in the Committee.",1891,1906,Testimony,Indeterminate,CA
9847,"And, tell you about, very briefly about, how the environmental groups have been working on these flood water management issues and flood plain restoration issues.",1906,1917,Testimony,Indeterminate,CA
9851,"We have a since about 2011, we have a weekly phone call where a number of environmental groups, hunting groups, land managers, flood plain restoration practitioners.",1917,1933,Testimony,Indeterminate,CA
9859,"I think the list is about forty of us there's probably about ten of us that our regular attendees and these phone calls for the last four years and, it shows a level of commitment that these groups have had to track and follow an attempt to influence the nature of the flood control system and, the way it's managed.",1933,1959,Testimony,Indeterminate,CA
9865,"an attempt to influence the nature of the flight control system",1951,1957,Testimony,Indeterminate,CA
9867,"And, that's of course an ongoing thing, it probably will never end. These issues are always going to be in front of California. I think it's fair to say that it to our hope that the footprint of the flood water management system in the state can, well.",1959,1980,Testimony,Indeterminate,CA
